geoName,geoCode,keyword,interest,geo_scope,fetched_at
New Hampshire,US-NH,telehealth,49,US,2026-05-17T16:58:30.163123
New Jersey,US-NJ,telehealth,45,US,2026-05-17T16:58:30.163123
New Mexico,US-NM,telehealth,44,US,2026-05-17T16:58:30.163123
New York,US-NY,telehealth,47,US,2026-05-17T16:58:30.163123
North Carolina,US-NC,telehealth,44,US,2026-05-17T16:58:30.163123
North Dakota,US-ND,telehealth,36,US,2026-05-17T16:58:30.163123
Ohio,US-OH,telehealth,42,US,2026-05-17T16:58:30.163123
Oklahoma,US-OK,telehealth,42,US,2026-05-17T16:58:30.163123
Oregon,US-OR,telehealth,41,US,2026-05-17T16:58:30.163123
Pennsylvania,US-PA,telehealth,44,US,2026-05-17T16:58:30.163123
Rhode Island,US-RI,telehealth,42,US,2026-05-17T16:58:30.163123
South Carolina,US-SC,telehealth,50,US,2026-05-17T16:58:30.163123
South Dakota,US-SD,telehealth,36,US,2026-05-17T16:58:30.163123
Tennessee,US-TN,telehealth,58,US,2026-05-17T16:58:30.163123
Texas,US-TX,telehealth,39,US,2026-05-17T16:58:30.163123
Utah,US-UT,telehealth,46,US,2026-05-17T16:58:30.163123
Vermont,US-VT,telehealth,47,US,2026-05-17T16:58:30.163123
Virginia,US-VA,telehealth,51,US,2026-05-17T16:58:30.163123
Washington,US-WA,telehealth,43,US,2026-05-17T16:58:30.163123
West Virginia,US-WV,telehealth,54,US,2026-05-17T16:58:30.163123
Wisconsin,US-WI,telehealth,37,US,2026-05-17T16:58:30.163123
Wyoming,US-WY,telehealth,100,US,2026-05-17T16:58:30.163123
Alabama,US-AL,mental health,60,US,2026-05-17T16:58:32.512433
Alaska,US-AK,mental health,62,US,2026-05-17T16:58:32.512433
Arizona,US-AZ,mental health,56,US,2026-05-17T16:58:32.512433
Arkansas,US-AR,mental health,52,US,2026-05-17T16:58:32.512433
California,US-CA,mental health,62,US,2026-05-17T16:58:32.512433
Colorado,US-CO,mental health,70,US,2026-05-17T16:58:32.512433
Connecticut,US-CT,mental health,60,US,2026-05-17T16:58:32.512433
Delaware,US-DE,mental health,62,US,2026-05-17T16:58:32.512433
District of Columbia,US-DC,mental health,88,US,2026-05-17T16:58:32.512433
Florida,US-FL,mental health,52,US,2026-05-17T16:58:32.512433
Georgia,US-GA,mental health,54,US,2026-05-17T16:58:32.512433
Hawaii,US-HI,mental health,49,US,2026-05-17T16:58:32.512433
Idaho,US-ID,mental health,66,US,2026-05-17T16:58:32.512433
Illinois,US-IL,mental health,63,US,2026-05-17T16:58:32.512433
Indiana,US-IN,mental health,57,US,2026-05-17T16:58:32.512433
Iowa,US-IA,mental health,76,US,2026-05-17T16:58:32.512433
Kansas,US-KS,mental health,86,US,2026-05-17T16:58:32.512433
Kentucky,US-KY,mental health,59,US,2026-05-17T16:58:32.512433
Louisiana,US-LA,mental health,55,US,2026-05-17T16:58:32.512433
Maine,US-ME,mental health,64,US,2026-05-17T16:58:32.512433
Maryland,US-MD,mental health,69,US,2026-05-17T16:58:32.512433
Massachusetts,US-MA,mental health,68,US,2026-05-17T16:58:32.512433
Michigan,US-MI,mental health,59,US,2026-05-17T16:58:32.512433
Minnesota,US-MN,mental health,82,US,2026-05-17T16:58:32.512433
Mississippi,US-MS,mental health,67,US,2026-05-17T16:58:32.512433
Missouri,US-MO,mental health,57,US,2026-05-17T16:58:32.512433
Montana,US-MT,mental health,71,US,2026-05-17T16:58:32.512433
Nebraska,US-NE,mental health,66,US,2026-05-17T16:58:32.512433
Nevada,US-NV,mental health,59,US,2026-05-17T16:58:32.512433
New Hampshire,US-NH,mental health,79,US,2026-05-17T16:58:32.512433
New Jersey,US-NJ,mental health,53,US,2026-05-17T16:58:32.512433
New Mexico,US-NM,mental health,55,US,2026-05-17T16:58:32.512433
New York,US-NY,mental health,66,US,2026-05-17T16:58:32.512433
North Carolina,US-NC,mental health,59,US,2026-05-17T16:58:32.512433
North Dakota,US-ND,mental health,65,US,2026-05-17T16:58:32.512433
Ohio,US-OH,mental health,61,US,2026-05-17T16:58:32.512433
Oklahoma,US-OK,mental health,71,US,2026-05-17T16:58:32.512433
Oregon,US-OR,mental health,71,US,2026-05-17T16:58:32.512433
Pennsylvania,US-PA,mental health,58,US,2026-05-17T16:58:32.512433
Rhode Island,US-RI,mental health,62,US,2026-05-17T16:58:32.512433
South Carolina,US-SC,mental health,63,US,2026-05-17T16:58:32.512433
South Dakota,US-SD,mental health,66,US,2026-05-17T16:58:32.512433
Tennessee,US-TN,mental health,61,US,2026-05-17T16:58:32.512433
Texas,US-TX,mental health,45,US,2026-05-17T16:58:32.512433
Utah,US-UT,mental health,69,US,2026-05-17T16:58:32.512433
Vermont,US-VT,mental health,77,US,2026-05-17T16:58:32.512433
Virginia,US-VA,mental health,59,US,2026-05-17T16:58:32.512433
Washington,US-WA,mental health,72,US,2026-05-17T16:58:32.512433
West Virginia,US-WV,mental health,60,US,2026-05-17T16:58:32.512433
Wisconsin,US-WI,mental health,65,US,2026-05-17T16:58:32.512433
Wyoming,US-WY,mental health,100,US,2026-05-17T16:58:32.512433
Alabama,US-AL,fitness,55,US,2026-05-17T16:58:34.532866
Alaska,US-AK,fitness,57,US,2026-05-17T16:58:34.532866
Arizona,US-AZ,fitness,84,US,2026-05-17T16:58:34.532866
Arkansas,US-AR,fitness,62,US,2026-05-17T16:58:34.532866
California,US-CA,fitness,85,US,2026-05-17T16:58:34.532866
Colorado,US-CO,fitness,69,US,2026-05-17T16:58:34.532866
Connecticut,US-CT,fitness,78,US,2026-05-17T16:58:34.532866
Delaware,US-DE,fitness,79,US,2026-05-17T16:58:34.532866
District of Columbia,US-DC,fitness,64,US,2026-05-17T16:58:34.532866
Florida,US-FL,fitness,79,US,2026-05-17T16:58:34.532866
Georgia,US-GA,fitness,76,US,2026-05-17T16:58:34.532866
Hawaii,US-HI,fitness,63,US,2026-05-17T16:58:34.532866
Idaho,US-ID,fitness,60,US,2026-05-17T16:58:34.532866
Illinois,US-IL,fitness,82,US,2026-05-17T16:58:34.532866
Indiana,US-IN,fitness,62,US,2026-05-17T16:58:34.532866
Iowa,US-IA,fitness,56,US,2026-05-17T16:58:34.532866
Kansas,US-KS,fitness,53,US,2026-05-17T16:58:34.532866
Kentucky,US-KY,fitness,53,US,2026-05-17T16:58:34.532866
Louisiana,US-LA,fitness,65,US,2026-05-17T16:58:34.532866
Maine,US-ME,fitness,59,US,2026-05-17T16:58:34.532866
Maryland,US-MD,fitness,72,US,2026-05-17T16:58:34.532866
Massachusetts,US-MA,fitness,80,US,2026-05-17T16:58:34.532866
Michigan,US-MI,fitness,75,US,2026-05-17T16:58:34.532866
Minnesota,US-MN,fitness,76,US,2026-05-17T16:58:34.532866
Mississippi,US-MS,fitness,52,US,2026-05-17T16:58:34.532866
Missouri,US-MO,fitness,67,US,2026-05-17T16:58:34.532866
Montana,US-MT,fitness,57,US,2026-05-17T16:58:34.532866
Nebraska,US-NE,fitness,56,US,2026-05-17T16:58:34.532866
Nevada,US-NV,fitness,68,US,2026-05-17T16:58:34.532866
New Hampshire,US-NH,fitness,62,US,2026-05-17T16:58:34.532866
New Jersey,US-NJ,fitness,95,US,2026-05-17T16:58:34.532866
New Mexico,US-NM,fitness,80,US,2026-05-17T16:58:34.532866
New York,US-NY,fitness,75,US,2026-05-17T16:58:34.532866
North Carolina,US-NC,fitness,73,US,2026-05-17T16:58:34.532866
North Dakota,US-ND,fitness,49,US,2026-05-17T16:58:34.532866
Ohio,US-OH,fitness,66,US,2026-05-17T16:58:34.532866
Oklahoma,US-OK,fitness,54,US,2026-05-17T16:58:34.532866
Oregon,US-OR,fitness,71,US,2026-05-17T16:58:34.532866
Pennsylvania,US-PA,fitness,78,US,2026-05-17T16:58:34.532866
Rhode Island,US-RI,fitness,100,US,2026-05-17T16:58:34.532866
South Carolina,US-SC,fitness,70,US,2026-05-17T16:58:34.532866
South Dakota,US-SD,fitness,50,US,2026-05-17T16:58:34.532866
Tennessee,US-TN,fitness,59,US,2026-05-17T16:58:34.532866
Texas,US-TX,fitness,81,US,2026-05-17T16:58:34.532866
Utah,US-UT,fitness,63,US,2026-05-17T16:58:34.532866
Vermont,US-VT,fitness,58,US,2026-05-17T16:58:34.532866
Virginia,US-VA,fitness,67,US,2026-05-17T16:58:34.532866
Washington,US-WA,fitness,70,US,2026-05-17T16:58:34.532866
West Virginia,US-WV,fitness,50,US,2026-05-17T16:58:34.532866
Wisconsin,US-WI,fitness,64,US,2026-05-17T16:58:34.532866
Wyoming,US-WY,fitness,78,US,2026-05-17T16:58:34.532866
Alabama,US-AL,inflation,38,US,2026-05-17T16:58:37.372467
Alaska,US-AK,inflation,42,US,2026-05-17T16:58:37.372467
Arizona,US-AZ,inflation,48,US,2026-05-17T16:58:37.372467
Arkansas,US-AR,inflation,38,US,2026-05-17T16:58:37.372467
California,US-CA,inflation,51,US,2026-05-17T16:58:37.372467
Colorado,US-CO,inflation,49,US,2026-05-17T16:58:37.372467
Connecticut,US-CT,inflation,49,US,2026-05-17T16:58:37.372467
Delaware,US-DE,inflation,45,US,2026-05-17T16:58:37.372467
District of Columbia,US-DC,inflation,100,US,2026-05-17T16:58:37.372467
Florida,US-FL,inflation,43,US,2026-05-17T16:58:37.372467
Georgia,US-GA,inflation,42,US,2026-05-17T16:58:37.372467
Hawaii,US-HI,inflation,40,US,2026-05-17T16:58:37.372467
Idaho,US-ID,inflation,46,US,2026-05-17T16:58:37.372467
Illinois,US-IL,inflation,47,US,2026-05-17T16:58:37.372467
Indiana,US-IN,inflation,41,US,2026-05-17T16:58:37.372467
Iowa,US-IA,inflation,45,US,2026-05-17T16:58:37.372467
Kansas,US-KS,inflation,55,US,2026-05-17T16:58:37.372467
Kentucky,US-KY,inflation,37,US,2026-05-17T16:58:37.372467
Louisiana,US-LA,inflation,34,US,2026-05-17T16:58:37.372467
Maine,US-ME,inflation,49,US,2026-05-17T16:58:37.372467
Maryland,US-MD,inflation,45,US,2026-05-17T16:58:37.372467
Massachusetts,US-MA,inflation,56,US,2026-05-17T16:58:37.372467
Michigan,US-MI,inflation,48,US,2026-05-17T16:58:37.372467
Minnesota,US-MN,inflation,50,US,2026-05-17T16:58:37.372467
Mississippi,US-MS,inflation,32,US,2026-05-17T16:58:37.372467
Missouri,US-MO,inflation,43,US,2026-05-17T16:58:37.372467
Montana,US-MT,inflation,44,US,2026-05-17T16:58:37.372467
Nebraska,US-NE,inflation,44,US,2026-05-17T16:58:37.372467
Nevada,US-NV,inflation,41,US,2026-05-17T16:58:37.372467
New Hampshire,US-NH,inflation,51,US,2026-05-17T16:58:37.372467
New Jersey,US-NJ,inflation,46,US,2026-05-17T16:58:37.372467
New Mexico,US-NM,inflation,40,US,2026-05-17T16:58:37.372467
New York,US-NY,inflation,53,US,2026-05-17T16:58:37.372467
North Carolina,US-NC,inflation,43,US,2026-05-17T16:58:37.372467
North Dakota,US-ND,inflation,42,US,2026-05-17T16:58:37.372467
Ohio,US-OH,inflation,41,US,2026-05-17T16:58:37.372467
Oklahoma,US-OK,inflation,39,US,2026-05-17T16:58:37.372467
Oregon,US-OR,inflation,52,US,2026-05-17T16:58:37.372467
Pennsylvania,US-PA,inflation,45,US,2026-05-17T16:58:37.372467
Rhode Island,US-RI,inflation,46,US,2026-05-17T16:58:37.372467
South Carolina,US-SC,inflation,39,US,2026-05-17T16:58:37.372467
South Dakota,US-SD,inflation,41,US,2026-05-17T16:58:37.372467
Tennessee,US-TN,inflation,41,US,2026-05-17T16:58:37.372467
Texas,US-TX,inflation,45,US,2026-05-17T16:58:37.372467
Utah,US-UT,inflation,43,US,2026-05-17T16:58:37.372467
Vermont,US-VT,inflation,53,US,2026-05-17T16:58:37.372467
Virginia,US-VA,inflation,50,US,2026-05-17T16:58:37.372467
Washington,US-WA,inflation,51,US,2026-05-17T16:58:37.372467
West Virginia,US-WV,inflation,39,US,2026-05-17T16:58:37.372467
Wisconsin,US-WI,inflation,49,US,2026-05-17T16:58:37.372467
Wyoming,US-WY,inflation,90,US,2026-05-17T16:58:37.372467
Alabama,US-AL,recession,59,US,2026-05-17T16:58:39.498473
Alaska,US-AK,recession,57,US,2026-05-17T16:58:39.498473
Arizona,US-AZ,recession,79,US,2026-05-17T16:58:39.498473
Arkansas,US-AR,recession,62,US,2026-05-17T16:58:39.498473
California,US-CA,recession,91,US,2026-05-17T16:58:39.498473
Colorado,US-CO,recession,81,US,2026-05-17T16:58:39.498473
Connecticut,US-CT,recession,73,US,2026-05-17T16:58:39.498473
Delaware,US-DE,recession,72,US,2026-05-17T16:58:39.498473
District of Columbia,US-DC,recession,100,US,2026-05-17T16:58:39.498473
Florida,US-FL,recession,72,US,2026-05-17T16:58:39.498473
Georgia,US-GA,recession,75,US,2026-05-17T16:58:39.498473
Hawaii,US-HI,recession,71,US,2026-05-17T16:58:39.498473
Idaho,US-ID,recession,76,US,2026-05-17T16:58:39.498473
Illinois,US-IL,recession,73,US,2026-05-17T16:58:39.498473
Indiana,US-IN,recession,68,US,2026-05-17T16:58:39.498473
Iowa,US-IA,recession,67,US,2026-05-17T16:58:39.498473
Kansas,US-KS,recession,72,US,2026-05-17T16:58:39.498473
Kentucky,US-KY,recession,60,US,2026-05-17T16:58:39.498473
Louisiana,US-LA,recession,60,US,2026-05-17T16:58:39.498473
Maine,US-ME,recession,51,US,2026-05-17T16:58:39.498473
Maryland,US-MD,recession,72,US,2026-05-17T16:58:39.498473
Massachusetts,US-MA,recession,81,US,2026-05-17T16:58:39.498473
Michigan,US-MI,recession,77,US,2026-05-17T16:58:39.498473
Minnesota,US-MN,recession,77,US,2026-05-17T16:58:39.498473
Mississippi,US-MS,recession,56,US,2026-05-17T16:58:39.498473
Missouri,US-MO,recession,67,US,2026-05-17T16:58:39.498473
Montana,US-MT,recession,60,US,2026-05-17T16:58:39.498473
Nebraska,US-NE,recession,69,US,2026-05-17T16:58:39.498473
Nevada,US-NV,recession,79,US,2026-05-17T16:58:39.498473
New Hampshire,US-NH,recession,71,US,2026-05-17T16:58:39.498473
New Jersey,US-NJ,recession,74,US,2026-05-17T16:58:39.498473
New Mexico,US-NM,recession,65,US,2026-05-17T16:58:39.498473
New York,US-NY,recession,70,US,2026-05-17T16:58:39.498473
North Carolina,US-NC,recession,73,US,2026-05-17T16:58:39.498473
North Dakota,US-ND,recession,51,US,2026-05-17T16:58:39.498473
Ohio,US-OH,recession,59,US,2026-05-17T16:58:39.498473
Oklahoma,US-OK,recession,65,US,2026-05-17T16:58:39.498473
Oregon,US-OR,recession,71,US,2026-05-17T16:58:39.498473
Pennsylvania,US-PA,recession,72,US,2026-05-17T16:58:39.498473
Rhode Island,US-RI,recession,74,US,2026-05-17T16:58:39.498473
South Carolina,US-SC,recession,63,US,2026-05-17T16:58:39.498473
South Dakota,US-SD,recession,57,US,2026-05-17T16:58:39.498473
Tennessee,US-TN,recession,68,US,2026-05-17T16:58:39.498473
Texas,US-TX,recession,76,US,2026-05-17T16:58:39.498473
Utah,US-UT,recession,80,US,2026-05-17T16:58:39.498473
Vermont,US-VT,recession,58,US,2026-05-17T16:58:39.498473
Virginia,US-VA,recession,78,US,2026-05-17T16:58:39.498473
Washington,US-WA,recession,87,US,2026-05-17T16:58:39.498473
West Virginia,US-WV,recession,56,US,2026-05-17T16:58:39.498473
Wisconsin,US-WI,recession,70,US,2026-05-17T16:58:39.498473
Wyoming,US-WY,recession,91,US,2026-05-17T16:58:39.498473
Alabama,US-AL,stock market,45,US,2026-05-17T16:58:41.739835
Alaska,US-AK,stock market,64,US,2026-05-17T16:58:41.739835
Arizona,US-AZ,stock market,61,US,2026-05-17T16:58:41.739835
Arkansas,US-AR,stock market,50,US,2026-05-17T16:58:41.739835
California,US-CA,stock market,67,US,2026-05-17T16:58:41.739835
Colorado,US-CO,stock market,55,US,2026-05-17T16:58:41.739835
Connecticut,US-CT,stock market,71,US,2026-05-17T16:58:41.739835
Delaware,US-DE,stock market,60,US,2026-05-17T16:58:41.739835
District of Columbia,US-DC,stock market,57,US,2026-05-17T16:58:41.739835
Florida,US-FL,stock market,62,US,2026-05-17T16:58:41.739835
Georgia,US-GA,stock market,49,US,2026-05-17T16:58:41.739835
Hawaii,US-HI,stock market,68,US,2026-05-17T16:58:41.739835
Idaho,US-ID,stock market,62,US,2026-05-17T16:58:41.739835
Illinois,US-IL,stock market,67,US,2026-05-17T16:58:41.739835
Indiana,US-IN,stock market,53,US,2026-05-17T16:58:41.739835
Iowa,US-IA,stock market,68,US,2026-05-17T16:58:41.739835
Kansas,US-KS,stock market,65,US,2026-05-17T16:58:41.739835
Kentucky,US-KY,stock market,46,US,2026-05-17T16:58:41.739835
Louisiana,US-LA,stock market,44,US,2026-05-17T16:58:41.739835
Maine,US-ME,stock market,66,US,2026-05-17T16:58:41.739835
Maryland,US-MD,stock market,59,US,2026-05-17T16:58:41.739835
Massachusetts,US-MA,stock market,72,US,2026-05-17T16:58:41.739835
Michigan,US-MI,stock market,64,US,2026-05-17T16:58:41.739835
Minnesota,US-MN,stock market,75,US,2026-05-17T16:58:41.739835
Mississippi,US-MS,stock market,39,US,2026-05-17T16:58:41.739835
Missouri,US-MO,stock market,58,US,2026-05-17T16:58:41.739835
Montana,US-MT,stock market,68,US,2026-05-17T16:58:41.739835
Nebraska,US-NE,stock market,57,US,2026-05-17T16:58:41.739835
Nevada,US-NV,stock market,56,US,2026-05-17T16:58:41.739835
New Hampshire,US-NH,stock market,70,US,2026-05-17T16:58:41.739835
New Jersey,US-NJ,stock market,68,US,2026-05-17T16:58:41.739835
New Mexico,US-NM,stock market,52,US,2026-05-17T16:58:41.739835
New York,US-NY,stock market,65,US,2026-05-17T16:58:41.739835
North Carolina,US-NC,stock market,56,US,2026-05-17T16:58:41.739835
North Dakota,US-ND,stock market,59,US,2026-05-17T16:58:41.739835
Ohio,US-OH,stock market,56,US,2026-05-17T16:58:41.739835
Oklahoma,US-OK,stock market,46,US,2026-05-17T16:58:41.739835
Oregon,US-OR,stock market,61,US,2026-05-17T16:58:41.739835
Pennsylvania,US-PA,stock market,66,US,2026-05-17T16:58:41.739835
Rhode Island,US-RI,stock market,67,US,2026-05-17T16:58:41.739835
South Carolina,US-SC,stock market,56,US,2026-05-17T16:58:41.739835
South Dakota,US-SD,stock market,63,US,2026-05-17T16:58:41.739835
Tennessee,US-TN,stock market,47,US,2026-05-17T16:58:41.739835
Texas,US-TX,stock market,49,US,2026-05-17T16:58:41.739835
Utah,US-UT,stock market,51,US,2026-05-17T16:58:41.739835
Vermont,US-VT,stock market,79,US,2026-05-17T16:58:41.739835
Virginia,US-VA,stock market,61,US,2026-05-17T16:58:41.739835
Washington,US-WA,stock market,70,US,2026-05-17T16:58:41.739835
West Virginia,US-WV,stock market,48,US,2026-05-17T16:58:41.739835
Wisconsin,US-WI,stock market,75,US,2026-05-17T16:58:41.739835
Wyoming,US-WY,stock market,100,US,2026-05-17T16:58:41.739835
Alabama,US-AL,crypto,46,US,2026-05-17T16:58:43.961600
Alaska,US-AK,crypto,69,US,2026-05-17T16:58:43.961600
Arizona,US-AZ,crypto,60,US,2026-05-17T16:58:43.961600
Arkansas,US-AR,crypto,46,US,2026-05-17T16:58:43.961600
California,US-CA,crypto,83,US,2026-05-17T16:58:43.961600
Colorado,US-CO,crypto,61,US,2026-05-17T16:58:43.961600
Connecticut,US-CT,crypto,59,US,2026-05-17T16:58:43.961600
Delaware,US-DE,crypto,49,US,2026-05-17T16:58:43.961600
District of Columbia,US-DC,crypto,87,US,2026-05-17T16:58:43.961600
Florida,US-FL,crypto,70,US,2026-05-17T16:58:43.961600
Georgia,US-GA,crypto,58,US,2026-05-17T16:58:43.961600
Hawaii,US-HI,crypto,80,US,2026-05-17T16:58:43.961600
Idaho,US-ID,crypto,54,US,2026-05-17T16:58:43.961600
Illinois,US-IL,crypto,50,US,2026-05-17T16:58:43.961600
Indiana,US-IN,crypto,46,US,2026-05-17T16:58:43.961600
Iowa,US-IA,crypto,44,US,2026-05-17T16:58:43.961600
Kansas,US-KS,crypto,68,US,2026-05-17T16:58:43.961600
Kentucky,US-KY,crypto,39,US,2026-05-17T16:58:43.961600
Louisiana,US-LA,crypto,48,US,2026-05-17T16:58:43.961600
Maine,US-ME,crypto,49,US,2026-05-17T16:58:43.961600
Maryland,US-MD,crypto,63,US,2026-05-17T16:58:43.961600
Massachusetts,US-MA,crypto,64,US,2026-05-17T16:58:43.961600
Michigan,US-MI,crypto,54,US,2026-05-17T16:58:43.961600
Minnesota,US-MN,crypto,52,US,2026-05-17T16:58:43.961600
Mississippi,US-MS,crypto,40,US,2026-05-17T16:58:43.961600
Missouri,US-MO,crypto,50,US,2026-05-17T16:58:43.961600
Montana,US-MT,crypto,50,US,2026-05-17T16:58:43.961600
Nebraska,US-NE,crypto,47,US,2026-05-17T16:58:43.961600
Nevada,US-NV,crypto,79,US,2026-05-17T16:58:43.961600
New Hampshire,US-NH,crypto,55,US,2026-05-17T16:58:43.961600
New Jersey,US-NJ,crypto,72,US,2026-05-17T16:58:43.961600
New Mexico,US-NM,crypto,47,US,2026-05-17T16:58:43.961600
New York,US-NY,crypto,76,US,2026-05-17T16:58:43.961600
North Carolina,US-NC,crypto,46,US,2026-05-17T16:58:43.961600
North Dakota,US-ND,crypto,50,US,2026-05-17T16:58:43.961600
Ohio,US-OH,crypto,48,US,2026-05-17T16:58:43.961600
Oklahoma,US-OK,crypto,51,US,2026-05-17T16:58:43.961600
Oregon,US-OR,crypto,60,US,2026-05-17T16:58:43.961600
Pennsylvania,US-PA,crypto,57,US,2026-05-17T16:58:43.961600
Rhode Island,US-RI,crypto,60,US,2026-05-17T16:58:43.961600
South Carolina,US-SC,crypto,47,US,2026-05-17T16:58:43.961600
South Dakota,US-SD,crypto,42,US,2026-05-17T16:58:43.961600
Tennessee,US-TN,crypto,48,US,2026-05-17T16:58:43.961600
Texas,US-TX,crypto,57,US,2026-05-17T16:58:43.961600
Utah,US-UT,crypto,62,US,2026-05-17T16:58:43.961600
Vermont,US-VT,crypto,46,US,2026-05-17T16:58:43.961600
Virginia,US-VA,crypto,62,US,2026-05-17T16:58:43.961600
Washington,US-WA,crypto,68,US,2026-05-17T16:58:43.961600
West Virginia,US-WV,crypto,41,US,2026-05-17T16:58:43.961600
Wisconsin,US-WI,crypto,49,US,2026-05-17T16:58:43.961600
Wyoming,US-WY,crypto,100,US,2026-05-17T16:58:43.961600
