genre_id,genre_name,fetched_at
28,Action,2026-08-21T06:45:08.564724
12,Adventure,2026-08-21T06:45:08.564732
16,Animation,2026-08-21T06:45:08.564734
35,Comedy,2026-08-21T06:45:08.564735
80,Crime,2026-08-21T06:45:08.564736
99,Documentary,2026-08-21T06:45:08.564737
18,Drama,2026-08-21T06:45:08.564739
10751,Family,2026-08-21T06:45:08.564742
14,Fantasy,2026-08-21T06:45:08.564743
36,History,2026-08-21T06:45:08.564745
27,Horror,2026-08-21T06:45:08.564746
10402,Music,2026-08-21T06:45:08.564747
9648,Mystery,2026-08-21T06:45:08.564749
10749,Romance,2026-08-21T06:45:08.564750
878,Science Fiction,2026-08-21T06:45:08.564751
10770,TV Movie,2026-08-21T06:45:08.564752
53,Thriller,2026-08-21T06:45:08.564753
10752,War,2026-08-21T06:45:08.564755
37,Western,2026-08-21T06:45:08.564756
