genre_id,genre_name,fetched_at
28,Action,2026-05-21T22:17:50.114041
12,Adventure,2026-05-21T22:17:50.114065
16,Animation,2026-05-21T22:17:50.114069
35,Comedy,2026-05-21T22:17:50.114073
80,Crime,2026-05-21T22:17:50.114078
99,Documentary,2026-05-21T22:17:50.114084
18,Drama,2026-05-21T22:17:50.114089
10751,Family,2026-05-21T22:17:50.114094
14,Fantasy,2026-05-21T22:17:50.114100
36,History,2026-05-21T22:17:50.114105
27,Horror,2026-05-21T22:17:50.114111
10402,Music,2026-05-21T22:17:50.114116
9648,Mystery,2026-05-21T22:17:50.114122
10749,Romance,2026-05-21T22:17:50.114127
878,Science Fiction,2026-05-21T22:17:50.114133
10770,TV Movie,2026-05-21T22:17:50.114138
53,Thriller,2026-05-21T22:17:50.114143
10752,War,2026-05-21T22:17:50.114149
37,Western,2026-05-21T22:17:50.114154
