genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,580.0449,48506,2026-05-21T19:21:08.534723
12,Adventure,407.8545,27322,2026-05-21T19:21:09.486682
16,Animation,350.5388,69685,2026-05-21T19:21:10.488520
35,Comedy,350.5388,169928,2026-05-21T19:21:11.507872
80,Crime,580.0449,41462,2026-05-21T19:21:12.518597
99,Documentary,63.1571,219087,2026-05-21T19:21:13.510205
18,Drama,580.0449,288666,2026-05-21T19:21:14.520436
10751,Family,350.5388,32133,2026-05-21T19:21:16.032104
14,Fantasy,350.5388,29264,2026-05-21T19:21:17.840655
36,History,55.3129,21759,2026-05-21T19:21:19.372216
27,Horror,361.5191,70624,2026-05-21T19:21:20.650373
10402,Music,105.7155,53244,2026-05-21T19:21:21.673154
9648,Mystery,361.5191,26119,2026-05-21T19:21:22.674720
10749,Romance,225.2253,62743,2026-05-21T19:21:23.699969
878,Science Fiction,407.8545,26178,2026-05-21T19:21:24.727900
10770,TV Movie,52.5247,32208,2026-05-21T19:21:25.723987
53,Thriller,194.8785,59979,2026-05-21T19:21:26.739025
10752,War,41.4664,12764,2026-05-21T19:21:27.775130
37,Western,21.4223,10082,2026-05-21T19:21:28.789723
