genre_id,genre_name,fetched_at
28,Action,2026-08-12T07:24:12.375655
12,Adventure,2026-08-12T07:24:12.375669
16,Animation,2026-08-12T07:24:12.375671
35,Comedy,2026-08-12T07:24:12.375672
80,Crime,2026-08-12T07:24:12.375674
99,Documentary,2026-08-12T07:24:12.375676
18,Drama,2026-08-12T07:24:12.375678
10751,Family,2026-08-12T07:24:12.375682
14,Fantasy,2026-08-12T07:24:12.375684
36,History,2026-08-12T07:24:12.375686
27,Horror,2026-08-12T07:24:12.375688
10402,Music,2026-08-12T07:24:12.375690
9648,Mystery,2026-08-12T07:24:12.375692
10749,Romance,2026-08-12T07:24:12.375693
878,Science Fiction,2026-08-12T07:24:12.375695
10770,TV Movie,2026-08-12T07:24:12.375697
53,Thriller,2026-08-12T07:24:12.375698
10752,War,2026-08-12T07:24:12.375700
37,Western,2026-08-12T07:24:12.375702
