genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1872.4338,49510,2026-08-19T06:42:09.084235
12,Adventure,1872.4338,28109,2026-08-19T06:42:09.461624
16,Animation,288.8608,71315,2026-08-19T06:42:09.840639
35,Comedy,288.8608,174380,2026-08-19T06:42:10.220915
80,Crime,90.7448,42455,2026-08-19T06:42:10.604135
99,Documentary,106.6404,226779,2026-08-19T06:42:10.982213
18,Drama,212.8565,296976,2026-08-19T06:42:11.366806
10751,Family,288.8608,33080,2026-08-19T06:42:11.744759
14,Fantasy,778.47,30308,2026-08-19T06:42:12.123549
36,History,46.3907,22345,2026-08-19T06:42:12.500053
27,Horror,300.1541,72913,2026-08-19T06:42:12.881530
10402,Music,81.9152,54358,2026-08-19T06:42:13.258370
9648,Mystery,217.1636,27057,2026-08-19T06:42:13.637108
10749,Romance,137.406,64165,2026-08-19T06:42:14.013649
878,Science Fiction,1872.4338,26946,2026-08-19T06:42:14.392497
10770,TV Movie,83.4264,32873,2026-08-19T06:42:14.769919
53,Thriller,321.2596,61946,2026-08-19T06:42:15.149044
10752,War,108.8539,13039,2026-08-19T06:42:15.527974
37,Western,60.0484,10208,2026-08-19T06:42:15.945726
