genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,901.1066,49682,2026-09-03T10:45:43.229940
12,Adventure,901.1066,28191,2026-09-03T10:45:43.551464
16,Animation,187.6072,71538,2026-09-03T10:45:43.875193
35,Comedy,269.6047,174961,2026-09-03T10:45:44.224148
80,Crime,250.4566,42583,2026-09-03T10:45:44.547252
99,Documentary,62.9373,228043,2026-09-03T10:45:44.865927
18,Drama,276.8039,298246,2026-09-03T10:45:45.187292
10751,Family,269.6047,33249,2026-09-03T10:45:45.510420
14,Fantasy,511.3743,30437,2026-09-03T10:45:45.829730
36,History,48.599,22414,2026-09-03T10:45:46.150334
27,Horror,201.2618,73233,2026-09-03T10:45:46.469775
10402,Music,64.3764,54609,2026-09-03T10:45:46.818328
9648,Mystery,201.2618,27219,2026-09-03T10:45:47.137741
10749,Romance,276.8039,64398,2026-09-03T10:45:47.465298
878,Science Fiction,901.1066,27027,2026-09-03T10:45:47.787729
10770,TV Movie,57.6937,32940,2026-09-03T10:45:48.107086
53,Thriller,404.6106,62203,2026-09-03T10:45:48.425768
10752,War,77.3551,13074,2026-09-03T10:45:48.749819
37,Western,26.3965,10228,2026-09-03T10:45:49.069869
