genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,952.532,49670,2026-09-02T10:45:32.560772
12,Adventure,952.532,28179,2026-09-02T10:45:32.910508
16,Animation,205.144,71538,2026-09-02T10:45:33.263129
35,Comedy,246.8996,174912,2026-09-02T10:45:33.605561
80,Crime,275.713,42575,2026-09-02T10:45:33.960536
99,Documentary,73.8562,227953,2026-09-02T10:45:34.315969
18,Drama,318.6222,298167,2026-09-02T10:45:34.662954
10751,Family,246.8996,33234,2026-09-02T10:45:35.012290
14,Fantasy,544.3226,30432,2026-09-02T10:45:35.374014
36,History,49.7932,22406,2026-09-02T10:45:35.730258
27,Horror,218.7101,73183,2026-09-02T10:45:36.083710
10402,Music,67.4345,54579,2026-09-02T10:45:36.429008
9648,Mystery,230.3675,27196,2026-09-02T10:45:36.787181
10749,Romance,318.6222,64388,2026-09-02T10:45:37.148803
878,Science Fiction,952.532,27024,2026-09-02T10:45:37.518301
10770,TV Movie,65.7378,32941,2026-09-02T10:45:37.879128
53,Thriller,412.2288,62182,2026-09-02T10:45:38.243071
10752,War,86.1537,13068,2026-09-02T10:45:38.588869
37,Western,29.6922,10228,2026-09-02T10:45:38.949611
