genre_id,genre_name,fetched_at
28,Action,2026-08-15T06:37:28.664450
12,Adventure,2026-08-15T06:37:28.664461
16,Animation,2026-08-15T06:37:28.664463
35,Comedy,2026-08-15T06:37:28.664489
80,Crime,2026-08-15T06:37:28.664491
99,Documentary,2026-08-15T06:37:28.664493
18,Drama,2026-08-15T06:37:28.664494
10751,Family,2026-08-15T06:37:28.664498
14,Fantasy,2026-08-15T06:37:28.664500
36,History,2026-08-15T06:37:28.664501
27,Horror,2026-08-15T06:37:28.664503
10402,Music,2026-08-15T06:37:28.664505
9648,Mystery,2026-08-15T06:37:28.664507
10749,Romance,2026-08-15T06:37:28.664508
878,Science Fiction,2026-08-15T06:37:28.664510
10770,TV Movie,2026-08-15T06:37:28.664511
53,Thriller,2026-08-15T06:37:28.664513
10752,War,2026-08-15T06:37:28.664514
37,Western,2026-08-15T06:37:28.664516
