genre_id,genre_name,fetched_at
28,Action,2026-08-24T06:57:30.273079
12,Adventure,2026-08-24T06:57:30.273089
16,Animation,2026-08-24T06:57:30.273090
35,Comedy,2026-08-24T06:57:30.273092
80,Crime,2026-08-24T06:57:30.273093
99,Documentary,2026-08-24T06:57:30.273094
18,Drama,2026-08-24T06:57:30.273096
10751,Family,2026-08-24T06:57:30.273099
14,Fantasy,2026-08-24T06:57:30.273100
36,History,2026-08-24T06:57:30.273102
27,Horror,2026-08-24T06:57:30.273103
10402,Music,2026-08-24T06:57:30.273104
9648,Mystery,2026-08-24T06:57:30.273105
10749,Romance,2026-08-24T06:57:30.273107
878,Science Fiction,2026-08-24T06:57:30.273108
10770,TV Movie,2026-08-24T06:57:30.273109
53,Thriller,2026-08-24T06:57:30.273110
10752,War,2026-08-24T06:57:30.273111
37,Western,2026-08-24T06:57:30.273113
