genre_id,genre_name,fetched_at
28,Action,2026-08-14T07:23:47.348931
12,Adventure,2026-08-14T07:23:47.348937
16,Animation,2026-08-14T07:23:47.348939
35,Comedy,2026-08-14T07:23:47.348940
80,Crime,2026-08-14T07:23:47.348941
99,Documentary,2026-08-14T07:23:47.348942
18,Drama,2026-08-14T07:23:47.348944
10751,Family,2026-08-14T07:23:47.348946
14,Fantasy,2026-08-14T07:23:47.348948
36,History,2026-08-14T07:23:47.348949
27,Horror,2026-08-14T07:23:47.348951
10402,Music,2026-08-14T07:23:47.348952
9648,Mystery,2026-08-14T07:23:47.348953
10749,Romance,2026-08-14T07:23:47.348954
878,Science Fiction,2026-08-14T07:23:47.348956
10770,TV Movie,2026-08-14T07:23:47.348957
53,Thriller,2026-08-14T07:23:47.348958
10752,War,2026-08-14T07:23:47.348959
37,Western,2026-08-14T07:23:47.348960
