genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1095.521,49616,2026-08-30T11:22:37.261920
12,Adventure,1095.521,28150,2026-08-30T11:22:37.574177
16,Animation,230.5103,71452,2026-08-30T11:22:37.882119
35,Comedy,230.5103,174775,2026-08-30T11:22:38.191207
80,Crime,327.1505,42545,2026-08-30T11:22:38.500162
99,Documentary,81.5193,227728,2026-08-30T11:22:38.844709
18,Drama,321.426,297834,2026-08-30T11:22:39.152995
10751,Family,230.5103,33206,2026-08-30T11:22:39.465024
14,Fantasy,595.2735,30398,2026-08-30T11:22:39.776642
36,History,43.2207,22401,2026-08-30T11:22:40.084679
27,Horror,253.6489,73106,2026-08-30T11:22:40.394539
10402,Music,72.0016,54550,2026-08-30T11:22:40.714557
9648,Mystery,214.2485,27150,2026-08-30T11:22:41.029488
10749,Romance,321.426,64343,2026-08-30T11:22:41.342994
878,Science Fiction,1095.521,27003,2026-08-30T11:22:41.651806
10770,TV Movie,75.1918,32927,2026-08-30T11:22:41.959732
53,Thriller,440.1567,62136,2026-08-30T11:22:42.269559
10752,War,89.007,13062,2026-08-30T11:22:42.577349
37,Western,31.895,10220,2026-08-30T11:22:42.888733
