genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,857.7444,49689,2026-09-04T10:44:15.451934
12,Adventure,857.7444,28199,2026-09-04T10:44:15.854348
16,Animation,181.7712,71559,2026-09-04T10:44:16.219033
35,Comedy,324.8273,175011,2026-09-04T10:44:16.637820
80,Crime,230.3441,42587,2026-09-04T10:44:17.044535
99,Documentary,60.0772,228187,2026-09-04T10:44:17.441649
18,Drama,250.2477,298349,2026-09-04T10:44:17.840994
10751,Family,324.8273,33260,2026-09-04T10:44:18.235909
14,Fantasy,497.9764,30446,2026-09-04T10:44:18.634991
36,History,52.2836,22414,2026-09-04T10:44:18.998304
27,Horror,210.2429,73270,2026-09-04T10:44:19.366264
10402,Music,64.1399,54628,2026-09-04T10:44:19.724666
9648,Mystery,170.4168,27233,2026-09-04T10:44:20.085881
10749,Romance,309.2067,64423,2026-09-04T10:44:20.441014
878,Science Fiction,857.7444,27037,2026-09-04T10:44:20.834379
10770,TV Movie,54.2623,32936,2026-09-04T10:44:21.236212
53,Thriller,392.0104,62219,2026-09-04T10:44:21.597979
10752,War,73.6354,13071,2026-09-04T10:44:21.995406
37,Western,29.7015,10227,2026-09-04T10:44:22.359851
