genre_id,genre_name,fetched_at
28,Action,2026-08-30T11:22:33.831694
12,Adventure,2026-08-30T11:22:33.831705
16,Animation,2026-08-30T11:22:33.831707
35,Comedy,2026-08-30T11:22:33.831708
80,Crime,2026-08-30T11:22:33.831709
99,Documentary,2026-08-30T11:22:33.831711
18,Drama,2026-08-30T11:22:33.831712
10751,Family,2026-08-30T11:22:33.831714
14,Fantasy,2026-08-30T11:22:33.831716
36,History,2026-08-30T11:22:33.831718
27,Horror,2026-08-30T11:22:33.831719
10402,Music,2026-08-30T11:22:33.831720
9648,Mystery,2026-08-30T11:22:33.831721
10749,Romance,2026-08-30T11:22:33.831723
878,Science Fiction,2026-08-30T11:22:33.831724
10770,TV Movie,2026-08-30T11:22:33.831725
53,Thriller,2026-08-30T11:22:33.831726
10752,War,2026-08-30T11:22:33.831727
37,Western,2026-08-30T11:22:33.831729
