genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1257.7257,49580,2026-08-27T17:22:46.774682
12,Adventure,1257.7257,28133,2026-08-27T17:22:47.097673
16,Animation,272.866,71380,2026-08-27T17:22:47.419635
35,Comedy,272.866,174629,2026-08-27T17:22:47.741795
80,Crime,327.4675,42509,2026-08-27T17:22:48.065859
99,Documentary,90.1441,227408,2026-08-27T17:22:48.390271
18,Drama,174.3482,297589,2026-08-27T17:22:48.715230
10751,Family,272.866,33175,2026-08-27T17:22:49.058711
14,Fantasy,609.3017,30379,2026-08-27T17:22:49.378468
36,History,46.0685,22381,2026-08-27T17:22:49.699726
27,Horror,264.4783,73043,2026-08-27T17:22:50.023970
10402,Music,73.1517,54462,2026-08-27T17:22:50.344681
9648,Mystery,146.8492,27127,2026-08-27T17:22:50.668196
10749,Romance,235.9855,64294,2026-08-27T17:22:50.989340
878,Science Fiction,1257.7257,26986,2026-08-27T17:22:51.312856
10770,TV Movie,90.3387,32901,2026-08-27T17:22:51.640027
53,Thriller,507.5238,62084,2026-08-27T17:22:51.964599
10752,War,91.649,13059,2026-08-27T17:22:52.286587
37,Western,33.0022,10218,2026-08-27T17:22:52.606365
