genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1146.6141,49473,2026-08-12T07:24:16.622093
12,Adventure,1146.6141,28030,2026-08-12T07:24:17.006745
16,Animation,294.9183,71218,2026-08-12T07:24:17.392468
35,Comedy,294.9183,174116,2026-08-12T07:24:17.777681
80,Crime,112.7471,42402,2026-08-12T07:24:18.162844
99,Documentary,50.8339,226290,2026-08-12T07:24:18.545844
18,Drama,258.7221,296387,2026-08-12T07:24:18.936131
10751,Family,294.9183,33039,2026-08-12T07:24:19.320279
14,Fantasy,758.9909,30248,2026-08-12T07:24:19.704714
36,History,50.1323,22305,2026-08-12T07:24:20.089137
27,Horror,383.9155,72757,2026-08-12T07:24:20.473114
10402,Music,97.5208,54279,2026-08-12T07:24:20.858615
9648,Mystery,176.1763,26979,2026-08-12T07:24:21.242863
10749,Romance,135.9428,64054,2026-08-12T07:24:21.665039
878,Science Fiction,1146.6141,26936,2026-08-12T07:24:22.057463
10770,TV Movie,51.9787,32821,2026-08-12T07:24:22.439218
53,Thriller,383.9155,61799,2026-08-12T07:24:22.824966
10752,War,131.5874,13028,2026-08-12T07:24:23.211683
37,Western,92.5228,10196,2026-08-12T07:24:23.596661
