genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1065.0058,49465,2026-08-13T07:26:31.404594
12,Adventure,1065.0058,28037,2026-08-13T07:26:31.723789
16,Animation,344.0984,71230,2026-08-13T07:26:32.045194
35,Comedy,344.0984,174165,2026-08-13T07:26:32.362786
80,Crime,105.2029,42405,2026-08-13T07:26:32.682244
99,Documentary,53.6942,226367,2026-08-13T07:26:33.001982
18,Drama,261.4544,296474,2026-08-13T07:26:33.322062
10751,Family,344.0984,33039,2026-08-13T07:26:33.652503
14,Fantasy,819.0049,30260,2026-08-13T07:26:33.971772
36,History,49.2922,22309,2026-08-13T07:26:34.291006
27,Horror,388.6318,72795,2026-08-13T07:26:34.611284
10402,Music,92.8659,54296,2026-08-13T07:26:34.930671
9648,Mystery,162.347,26989,2026-08-13T07:26:35.262825
10749,Romance,126.6507,64060,2026-08-13T07:26:35.583860
878,Science Fiction,1065.0058,26945,2026-08-13T07:26:35.903205
10770,TV Movie,54.1726,32825,2026-08-13T07:26:36.249910
53,Thriller,388.6318,61820,2026-08-13T07:26:36.571504
10752,War,131.5011,13029,2026-08-13T07:26:36.891235
37,Western,98.9018,10197,2026-08-13T07:26:37.212302
