genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1657.2333,49556,2026-08-24T06:57:34.568653
12,Adventure,1657.2333,28107,2026-08-24T06:57:34.958646
16,Animation,387.5602,71290,2026-08-24T06:57:35.347476
35,Comedy,387.5602,174494,2026-08-24T06:57:35.736771
80,Crime,85.0929,42475,2026-08-24T06:57:36.175154
99,Documentary,106.3238,227089,2026-08-24T06:57:36.565787
18,Drama,172.0553,297328,2026-08-24T06:57:36.956449
10751,Family,387.5602,33136,2026-08-24T06:57:37.347019
14,Fantasy,672.5442,30336,2026-08-24T06:57:37.766253
36,History,50.4453,22372,2026-08-24T06:57:38.168299
27,Horror,220.8453,72990,2026-08-24T06:57:38.557515
10402,Music,78.8838,54415,2026-08-24T06:57:38.953320
9648,Mystery,149.1961,27090,2026-08-24T06:57:39.342174
10749,Romance,156.3104,64237,2026-08-24T06:57:39.731431
878,Science Fiction,1657.2333,26960,2026-08-24T06:57:40.122865
10770,TV Movie,103.2328,32835,2026-08-24T06:57:40.511566
53,Thriller,532.9923,62028,2026-08-24T06:57:40.924773
10752,War,105.4359,13051,2026-08-24T06:57:41.314467
37,Western,40.9854,10216,2026-08-24T06:57:41.706139
