tmdb_id,name,original_name,popularity,vote_average,vote_count,first_air_date,origin_country,genre_ids,overview,poster_path,fetched_at
124364,FROM,FROM,619.3556,8.388,3260,2022-02-20,"[""US""]","[9648, 18, 10765]","Unravel the mystery of a nightmarish town in middle America that traps all those who enter. As the unwilling residents fight to keep a sense of normalcy and search for a way out, they must also survive the threats of the surrounding forest – including the terrifying creatures that come out when the sun goes down.",/pRtJagIxpfODzzb0T0NAvZSzErC.jpg,2026-05-21T19:20:52.208893
76479,The Boys,The Boys,861.396,8.46,12528,2019-07-25,"[""US""]","[10765, 10759]",A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,/in1R2dDc421JxsoRWaIIAqVI2KE.jpg,2026-05-21T19:20:52.209074
2734,Law & Order: Special Victims Unit,Law & Order: Special Victims Unit,272.0028,7.939,4199,1999-09-20,"[""US""]","[80, 18, 9648]","In the criminal justice system, sexually-based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories.",/iofokHZoUB4Qhik4PflvJl8TT6a.jpg,2026-05-21T19:20:52.209103
273240,Off Campus,Off Campus,274.1133,9.006,175,2026-05-13,"[""US""]",[18],"Hannah Wells tutors hockey captain Garrett Graham to win over her crush. Their deal becomes real connection as they face their pasts. Friends Logan, Dean, Tucker, and Allie navigate college life and love.",/cbODFqkcmRgrYH8NkG4Q4Hcg8Z1.jpg,2026-05-21T19:20:52.209122
79744,The Rookie,The Rookie,256.7565,8.544,3229,2018-10-16,"[""US""]","[80, 18, 35]","Starting over isn't easy, especially for small-town guy John Nolan who, after a life-altering incident, is pursuing his dream of being an LAPD officer. As the force's oldest rookie, he's met with skepticism from some higher-ups who see him as just a walking midlife crisis.",/70kTz0OmjjZe7zHvIDrq2iKW7PJ.jpg,2026-05-21T19:20:52.209141
85552,Euphoria,Euphoria,222.5807,8.289,10659,2019-06-16,"[""US""]",[18],"A group of high school students navigate love and friendships in a world of drugs, sex, trauma, and social media.",/aJrG7OkoTMPWG5c8opz8a93AZPY.jpg,2026-05-21T19:20:52.209162
1416,Grey's Anatomy,Grey's Anatomy,228.0185,8.209,10899,2005-03-27,"[""US""]",[18],Follows the personal and professional lives of a group of doctors at Seattle's Grey Sloan Memorial Hospital.,/hjJkrLXhWvGHpLeLBDFznpBTY1S.jpg,2026-05-21T19:20:52.209179
549,Law & Order,Law & Order,211.6932,7.305,681,1990-09-13,"[""US""]","[80, 18]","In cases ripped from the headlines, police investigate serious and often deadly crimes, weighing the evidence and questioning the suspects until someone is taken into custody. The district attorney's office then builds a case to convict the perpetrator by proving the person guilty beyond a reasonable doubt. Working together, these expert teams navigate all sides of the complex criminal justice system to make New York a safer place.",/haJ9eHytVO3H3JooMJG1DiWwDNm.jpg,2026-05-21T19:20:52.209197
308014,Berlin and the Lady with an Ermine,Berlín y la dama del armiño,249.0763,8.221,61,2026-05-15,"[""ES""]","[18, 80]","Hungry for a new heist, Berlin summons the gang to Seville and turns an ambitious duke into the victim of his own plan: to steal a da Vinci masterpiece.",/kru9Y5uRXdZFcUyeRlcv4bP4hOr.jpg,2026-05-21T19:20:52.209213
1622,Supernatural,Supernatural,202.2818,8.307,8410,2005-09-13,"[""US""]","[18, 9648, 10765]","When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",/u40gJarLPlIkwouKlzGdobQOV9k.jpg,2026-05-21T19:20:52.209233
206122,Twinkle Love,怦然心动20岁,200.8372,0.0,0,2021-05-05,"[""CN""]",[10764],"A reality show where 10  youths in their early 20s that recently graduated university will go on a graduation trip together. They have different personalities and different backgrounds but with time spent with each other, they form friendships and relationships.",/eCtD0KAa5rRNMnvB4KvLYD4ntRk.jpg,2026-05-21T19:20:52.209251
456,The Simpsons,The Simpsons,179.6539,8.017,10768,1989-12-17,"[""US""]","[10751, 16, 35]","Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.",/uWpG7GqfKGQqX4YMAo3nv5OrglV.jpg,2026-05-21T19:20:52.209270
5920,The Mentalist,The Mentalist,190.0402,8.35,4288,2008-09-23,"[""US""]","[80, 18, 9648]","Patrick Jane, a former celebrity psychic medium, uses his razor sharp skills of observation and expertise at ""reading"" people to solve serious crimes with the California Bureau of Investigation.",/acYXu4KaDj1NIkMgObnhe4C4a0T.jpg,2026-05-21T19:20:52.209285
4614,NCIS,NCIS,185.6916,7.618,2499,2003-09-23,"[""US""]","[80, 18, 10759]","From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has any connection to Navy and Marine Corps personnel, regardless of rank or position.",/mBcu8d6x6zB1el3MPNl7cZQEQ31.jpg,2026-05-21T19:20:52.209302
33238,Running Man,런닝맨,141.26,8.2,209,2010-07-11,"[""KR""]","[35, 10764]","These days, as variety shows are gradually disappearing, this is one of Korea’s representative variety shows that has been responsible for Sunday evenings for over 10 years. This program features numerous stars and members going around various places, playing games, and completing missions. In particular, among the many fun elements of variety shows, this one focuses solely on laughter.

Open your eyes! Big fun is coming in!

Open your mouth! Big laughter is coming in!

Open your heart! Useful lessons are coming in!",/2Wmmu1MkqxJ48J7aySET9EKEjXz.jpg,2026-05-21T19:20:52.209319
