genre_id,genre_name,fetched_at
28,Action,2026-09-06T10:22:28.371906
12,Adventure,2026-09-06T10:22:28.371914
16,Animation,2026-09-06T10:22:28.371915
35,Comedy,2026-09-06T10:22:28.371917
80,Crime,2026-09-06T10:22:28.371918
99,Documentary,2026-09-06T10:22:28.371919
18,Drama,2026-09-06T10:22:28.371921
10751,Family,2026-09-06T10:22:28.371924
14,Fantasy,2026-09-06T10:22:28.371925
36,History,2026-09-06T10:22:28.371927
27,Horror,2026-09-06T10:22:28.371928
10402,Music,2026-09-06T10:22:28.371930
9648,Mystery,2026-09-06T10:22:28.371931
10749,Romance,2026-09-06T10:22:28.371932
878,Science Fiction,2026-09-06T10:22:28.371933
10770,TV Movie,2026-09-06T10:22:28.371935
53,Thriller,2026-09-06T10:22:28.371936
10752,War,2026-09-06T10:22:28.371937
37,Western,2026-09-06T10:22:28.371939
