tmdb_id,title,original_title,popularity,vote_average,vote_count,release_date,genre_ids,overview,poster_path,media_type,fetched_at
969681,Spider-Man: Brand New Day,Spider-Man: Brand New Day,23.9717,0.0,0,2026-07-29,"[878, 28, 12]","Four years have passed since the events of No Way Home, and Peter is now an adult living entirely alone, having voluntarily erased himself from the lives and memories of those he loves. Crime-fighting in a New York that no longer knows his name, he's devoted himself entirely to protecting his city — a full-time Spider-Man — but as the demands on him intensify, the pressure sparks a surprising physical evolution that threatens his existence, even as a strange new pattern of crimes gives rise to one of the most powerful threats he has ever faced.",/yyB2VJEW3an2xCdcYCPQhn9QERR.jpg,movie,2026-05-21T22:17:42.406787
1196067,Worldbreaker,Worldbreaker,64.188,5.889,158,2025-10-30,"[878, 28, 27]","Five years ago, a tear in the fabric of reality brought creatures to our world from an alternate dimension bent on our destruction. A father hides his daughter on an island to keep her safe while he prepares her for survival and the battles to come. But when the world is about to break, no place is safe.",/ahj1JU8r0uJv7QII5Uj7tKzbEsC.jpg,movie,2026-05-21T22:17:42.406794
1430077,Hokum,Hokum,15.8351,6.933,45,2026-04-29,[27],"When novelist Ohm Bauman retreats to a remote inn to scatter his parents' ashes, he is consumed by tales of a witch haunting the honeymoon suite. Disturbing visions and a shocking disappearance forces him to confront dark corners of his past.",/jKPWwsbAM6HKURPYQ1eG8DmKMKn.jpg,movie,2026-05-21T22:17:43.254817
1684244,Untold UK: Liverpool's​ Miracle​ of​ lstanbul,Untold UK: Liverpool's​ Miracle​ of​ lstanbul,8.6839,8.0,1,2026-05-19,"[99, 36]",At half-time in the 2005 champion league final Liverpool were 3-0 down. What happened next made football history -​ as players recall in this documentary.,/oS1ad6L9ybHYEJLljmTkxn4ORDC.jpg,movie,2026-05-21T22:17:43.254861
1398050,Driver's Ed,Driver's Ed,7.8469,6.5,6,2026-05-14,[35],"A group of teens hit the road in a stolen driver's ed car, racing against time to help a lovesick high school senior track down his college-freshman girlfriend and win her back.",/hHbzSzjJnmcq02l2razSScBEVBf.jpg,movie,2026-05-21T22:17:43.254871
639988,No Other Choice,어쩔수가없다,12.0353,7.51,1039,2025-09-24,"[35, 80, 53]","After being laid off and humiliated by a ruthless job market, a veteran paper mill manager descends into violence in a desperate bid to reclaim his dignity.",/sBpxTGLzKnvPSVtL5yQYpSxvKEb.jpg,movie,2026-05-21T22:17:43.254878
696393,Cold Storage,Cold Storage,17.1503,6.827,450,2026-01-22,"[27, 878, 35]","When a mutating, highly contagious fungus escapes a sealed facility, two employees – joined by a grizzled bioterror operative – must survive the wildest night shift ever to save humanity from extinction.",/3HA2iiq982e01EKXJvPFyfMADVM.jpg,movie,2026-05-21T22:17:43.254886
1292695,They Will Kill You,They Will Kill You,67.1714,6.938,548,2026-03-25,"[28, 35, 27]","A woman answers a help wanted ad to be a housekeeper in a mysterious New York City high-rise, unaware that she is entering a community that has seen a number of disappearances over the years and may be under the grip of a Satanic cult.",/6oI4oQKTWMVUlr8Ivqydp28Ruu6.jpg,movie,2026-05-21T22:17:43.254893
1088548,Bitter Christmas,Amarga Navidad,5.3173,7.0,25,2026-03-20,"[18, 35]","After her mother dies in December, advertising director Elsa immerses herself in work to cope. When a panic attack forces her to take a break, she decides to travel to Lanzarote with her friend Patricia. The story of these women run parallel to that of a screenwriter and film director, exploring how life and fiction are inseparably linked, sometimes painfully so.",/kiPGcHX0YT49nrab76G0bqw3gHW.jpg,movie,2026-05-21T22:17:43.254901
1227877,I Love Boosters,I Love Boosters,8.0345,1.0,4,2026-05-22,"[35, 878, 80]",A fearless crew of inventive young women turn shoplifting into a radical act of defiance.,/wGKHzRuv1Gh9PlUSSecp7WkTdGJ.jpg,movie,2026-05-21T22:17:43.254913
1316092,"""Wuthering Heights""","""Wuthering Heights""",37.1,6.645,991,2026-02-11,"[10749, 18]","Tragedy strikes when Heathcliff falls in love with Catherine Earnshaw, a woman from a wealthy family in 18th-century England.",/3YBce6dTh1D5oCMITXk2S5QhPt.jpg,movie,2026-05-21T22:17:43.254925
980431,Avatar Aang: The Last Airbender,Avatar Aang: The Last Airbender,79.8266,0.0,0,2026-10-09,"[16, 28, 12, 14]","Avatar Aang, the world's last Airbender, learns of an ancient power that could save his culture from extinction. With the help of his friends, he embarks on a global quest to find it before it falls into the wrong hands and threatens to upend the peace they sacrificed everything to achieve.",/29Jdsak3SrwGds5k1t43kH6Khed.jpg,movie,2026-05-21T22:17:43.254937
1400357,The Christophers,The Christophers,22.5047,6.78,25,2026-04-10,"[80, 35]","The estranged children of a once-famous artist hire a forger to complete his unfinished works so they can be ""discovered"" and sold after his death.",/s6oUrGMNl8hVh7fn0O8oF2rHwrM.jpg,movie,2026-05-21T22:17:43.254949
1427838,The Holy Grill,Extrawurst,2.7648,6.8,24,2026-01-15,"[35, 18]","At a tennis club in rural Germany, preparations for the summer party are led by Heribert. When a separate grill is suggested for Erol, the club's only Muslim member, tensions flare. What begins as a simple discussion quickly turns into a debate about societal and personal conflicts, threatening to tear the club apart.",/eLmcdb6MsKUVi88esD41cCS2KY7.jpg,movie,2026-05-21T22:17:43.254958
1177767,Mile End Kicks,Mile End Kicks,7.3921,6.0,5,2026-04-17,"[35, 10749, 10402, 18]","Grace Pine, a 22-year-old music critic, moves to Montreal to write a book on Alanis Morissette's Jagged Little Pill, but her plans are complicated when she becomes romantically involved with two members of an indie band she is covering and decides to become their publicist.",/qq3Q1tsxAxMqP38YTZKl8m5zmA4.jpg,movie,2026-05-21T22:17:43.254970
1159831,The Bride!,The Bride!,22.5417,6.216,430,2026-03-04,"[878, 27, 14]",A lonely Frankenstein travels to 1930s Chicago to ask groundbreaking scientist Dr. Euphronious to create a companion for him. The two revive a murdered young woman and The Bride is born. But what ensues is beyond what either of them imagined.,/lV8YHwGkYZsm6EfIqnhaSz2avKt.jpg,movie,2026-05-21T22:17:43.254980
1671548,Dear You,给阿嬷的情书,44.3953,9.2,17,2026-04-30,"[18, 10751]","Grandma Ye Shurou from Chaoshan lived a simple life, enjoying her twilight years. Her grandson, Xiaowei, burdened by debt, secretly traveled to Thailand to find his rumored billionaire grandfather, Zheng Musheng. However, Xiaowei returned with shocking news: his grandfather was long gone, and the person with whom Grandma had exchanged love letters was a complete stranger. As Xiaowei investigated, a love affair hidden for half a century suddenly surfaced, striking Grandma's heart.",/s0sC3hPPX4OobLNfdl2iSs2vtvI.jpg,movie,2026-05-21T22:17:43.254987
1171145,Crime 101,Crime 101,48.1733,6.967,972,2026-02-11,"[80, 53]","When an elusive thief whose high-stakes heists unfold along the iconic 101 freeway in Los Angeles eyes the score of a lifetime, with hopes of this being his final job, his path collides with a disillusioned insurance broker who is facing her own crossroads. Determined to crack the case, a relentless detective closes in on the operation, raising the stakes even higher.",/tVvpFIoteRHNnoZMhdnwIVwJpCA.jpg,movie,2026-05-21T22:17:43.254995
937941,Shelby Oaks,Shelby Oaks,5.9431,5.7,248,2025-10-02,"[27, 9648]",A woman's obsessive search for her missing sister leads her into a terrifying mystery at the hands of an unknown evil.,/i3omY4P6QUzFQlEeclWY92RuXCH.jpg,movie,2026-05-21T22:17:43.255002
1084242,Zootopia 2,Zootopia 2,82.4072,7.636,2780,2025-11-26,"[12, 16, 35, 10751, 9648]","After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg,movie,2026-05-21T22:17:43.255011
1284016,Power Ballad,Power Ballad,3.6708,0.0,0,2026-05-28,"[35, 10402, 18]","When Rick, a past-his-prime wedding singer, meets fading boy-band star Danny during a gig, the two bond over music and a late-night jam session. But when Danny turns one of Rick’s songs into the hit that reignites his career, Rick sets out to reclaim the recognition he believes he deserves - even if it means risking everything he cares about.",/lsDLLagSIyTu0Gi06QjVKDp2LI2.jpg,movie,2026-05-21T22:17:43.255018
1455079,"You, Me & Tuscany","You, Me & Tuscany",15.1516,6.9,47,2026-04-09,"[10749, 35]","When a woman crashes at an empty Italian villa, posing as the owner's fiancée, she discovers an unexpected romance that could transform her life.",/mJS0IF7Af3WpPRhSTDT6rGpiLzw.jpg,movie,2026-05-21T22:17:43.255024
1628367,Kartavya,कर्त्तव्य,55.9985,6.7,7,2026-05-15,"[80, 18, 53]","With his family's safety at stake and menacing threats closing in, a police officer must decide how far he'll go to uphold his duty.",/doTwMyAphlDL5Z8WqE3elWWvj8M.jpg,movie,2026-05-21T22:17:44.142449
1108427,Moana,Moana,6.1296,0.0,0,2026-07-08,"[10751, 14, 35, 12]","Moana answers the Ocean's call and, for the first time, voyages beyond the reef of her island of Motunui with the infamous demigod Maui on an unforgettable journey to restore prosperity to her people.",/zKVgiv5qHCvCLT4A2ymJi5QeXDH.jpg,movie,2026-05-21T22:17:44.142479
1254594,Omukade,โอมุคาเดะ,28.8224,0.0,0,2026-01-22,"[27, 53, 10752]","Thailand, 1941 — a handful of Japanese soldiers and their prisoners are trapped in a cursed mine. As tensions between enemies reach a breaking point, they are forced to confront a terrifying, ancient monster lurking in the shadows.",/tSwMkZs3c2xbHN6Khxsq4ELOO1w.jpg,movie,2026-05-21T22:17:44.142503
1379486,Victorian Psycho,Victorian Psycho,1.4742,0.0,0,2026-09-24,"[27, 53]","In 1858, an eccentric young governess named Winifred Notty arrives at the remote gothic manor known as Ensor House. As Winifred assimilates into life at Ensor House, staff members begin to inexplicably disappear, and the owners of the estate begin to wonder if there is something amiss about their new governess.",/dZ25ve1QeX0JliOh24kqevZzKFi.jpg,movie,2026-05-21T22:17:44.142511
1159559,Scream 7,Scream 7,50.3896,6.129,913,2026-02-25,"[27, 9648, 80]","When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",/jjyuk0edLiW8vOSnlfwWCCLpbh5.jpg,movie,2026-05-21T22:17:44.142518
1058424,Hope,호프,29.2786,10.0,1,2026-05-17,"[878, 9648, 28]","In the remote South Korean village of Hope Harbor, police chief Bum-seok and officer Sung-ae are called to investigate a mysterious creature wreaking havoc on the community. But all is not as it seems, and perceptions can be misleading. What begins as ignorance plants the seed of disaster, escalating through human conflict into a tragedy of cosmic proportions.",/1n37BJchWHLiSYQkuFxe5KjB951.jpg,movie,2026-05-21T22:17:44.142526
840464,Greenland 2: Migration,Greenland 2: Migration,63.3141,6.414,1071,2026-01-07,"[12, 53, 878]","Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",/z2tqCJLsw6uEJ8nJV8BsQXGa3dr.jpg,movie,2026-05-21T22:17:44.142533
1368166,The Housemaid,The Housemaid,64.3557,7.251,2154,2025-12-18,"[9648, 53]","Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",/cWsBscZzwu5brg9YjNkGewRUvJX.jpg,movie,2026-05-21T22:17:44.142567
1317288,Marty Supreme,Marty Supreme,23.541,7.383,1735,2025-12-19,"[18, 53]","Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",/lYWEXbQgRTR4ZQleSXAgRbxAjvq.jpg,movie,2026-05-21T22:17:44.142574
1292415,Beast,Beast,130.5158,6.2,34,2026-04-10,"[28, 18]","MMA legend Patton James, now a commercial fisherman, is pulled back into the cage when his brother is in danger. Reuniting with his old coach Sammy, he commits to one final fight in one championship against the brutal champion Xavier Grau.",/7NrvUI3vnW8H3rD7ExKcTL7KRcQ.jpg,movie,2026-05-21T22:17:44.142581
680493,Return to Silent Hill,Return to Silent Hill,28.9963,5.3,536,2026-01-21,"[9648, 18, 27]","When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",/mdw7bSnE11WpwWf3ViXtnavuqiT.jpg,movie,2026-05-21T22:17:44.142592
1291608,Dhurandhar,धुरंधर,26.9915,7.1,277,2025-12-05,"[28, 80, 53]","A mysterious traveler slips into the heart of Karachi's underbelly and rises through its ranks with lethal precision, only to tear the notorious ISI-Underworld nexus apart from within.",/8FHOtUpNIk5ZPEay2N2EY5lrxkv.jpg,movie,2026-05-21T22:17:44.142599
1272837,28 Years Later: The Bone Temple,28 Years Later: The Bone Temple,38.9248,7.123,1195,2026-01-14,"[27, 53, 878]",Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.,/kK1BGkG3KAvWB0WMV1DfOx9yTMZ.jpg,movie,2026-05-21T22:17:44.142609
1315772,Minions & Monsters,Minions & Monsters,8.0714,0.0,0,2026-06-24,"[12, 16, 35, 10751, 14]","This is the rambunctious, ridiculous and totally true story of how the Minions conquered Hollywood, became movie stars, lost everything, unleashed monsters onto the world and then banded together to try and save the planet from the mayhem they had just created.",/nz7i42yhLIJ4ve9JKgM6NthoLHO.jpg,movie,2026-05-21T22:17:44.142621
1684226,Bride of the Year,Bruid van die Jaar,51.9661,7.611,9,2026-05-15,"[35, 10749, 10751]","When Lienkie's dream of budding a family of her own come crashing down, she hatches a devious plan to win ""Bride of the Year"" and get back at her ex.",/2AiO7wnTrY5ktq0pLco3eS6g8NL.jpg,movie,2026-05-21T22:17:44.142632
1351772,Bight,Bight,8.1834,5.0,3,2026-01-28,"[18, 27, 53]","Two couples' daring foray into open relationships leads down a tumultuous path of jealousy, betrayal, and emotional devastation.",/14e3WaORkMV1YkVpVLL3UJ6WzRC.jpg,movie,2026-05-21T22:17:44.142644
