tmdb_id,title,original_title,popularity,vote_average,vote_count,release_date,genre_ids,overview,poster_path,media_type,fetched_at
1380291,Tom Clancy's Jack Ryan: Ghost War,Tom Clancy's Jack Ryan: Ghost War,124.6376,7.446,56,2026-05-20,"[28, 53, 12]","Jack Ryan is reluctantly pulled back into espionage when an international covert mission unravels a deadly conspiracy. Racing against time, he joins CIA allies Mike November & James Greer and sharp MI6 officer Emma Marlowe to battle a rogue black-ops unit in a high-stakes, deeply personal fight.",/8ehYxUh5MWE41AeE9gkHE8DKzvB.jpg,movie,2026-05-21T22:17:41.566626
1304313,Lee Cronin's The Mummy,Lee Cronin's The Mummy,361.5191,7.874,643,2026-04-15,"[27, 9648]","The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.",/1q308iixueCU4pFtSYugNOevtNx.jpg,movie,2026-05-21T22:17:41.566668
1226863,The Super Mario Galaxy Movie,The Super Mario Galaxy Movie,350.5388,7.46,1289,2026-04-01,"[10751, 35, 12, 14, 16]","Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.",/eJGWx219ZcEMVQJhAgMiqo8tYY.jpg,movie,2026-05-21T22:17:41.566680
1339713,Obsession,Obsession,172.6145,8.0,156,2026-04-16,[27],"After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.",/40I66L7QKguTFDPvcLcdiTbAD7I.jpg,movie,2026-05-21T22:17:41.566688
931285,Mortal Kombat II,Mortal Kombat II,146.8743,6.891,239,2026-05-06,"[28, 14, 12]","The fan favorite champions—now joined by Johnny Cage himself—are pitted against one another in the ultimate, no-holds barred, gory battle to defeat the dark rule of Shao Kahn that threatens the very existence of the Earthrealm and its defenders.",/lIsMeDbwntNXSUVHmWMMRXEZOVc.jpg,movie,2026-05-21T22:17:41.566697
1228710,Star Wars: The Mandalorian and Grogu,Star Wars: The Mandalorian and Grogu,73.0823,6.438,48,2026-05-19,"[28, 12, 878]","The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu.",/5Vi8dSauVwH1HOsiZceDMbRr1Ca.jpg,movie,2026-05-21T22:17:41.566705
1242332,Normal,Normal,73.1813,6.652,56,2026-04-16,"[28, 80, 53]","An unassuming substitute sheriff with a troubled past responds to a bank robbery in a small, sleepy town and unknowingly uncovers something far more explosive.",/g8JqVRu2eC5SGJd9idauTXurMl2.jpg,movie,2026-05-21T22:17:41.566712
687163,Project Hail Mary,Project Hail Mary,407.8545,8.605,3765,2026-03-15,"[878, 12]","Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction.",/yihdXomYb5kTeSivtFndMy5iDmf.jpg,movie,2026-05-21T22:17:41.566719
1102883,Mother Mary,Mother Mary,39.4687,5.969,48,2026-04-16,"[10402, 18, 27]",Long-buried wounds rise to the surface when iconic pop star Mother Mary reunites with her estranged best friend and former costume designer Sam Anselm on the eve of her comeback performance.,/qMgUI6pxkPtIuoXX4DcJ6X7bdt2.jpg,movie,2026-05-21T22:17:41.566726
1368314,Passenger,Passenger,26.2692,5.083,6,2026-05-20,"[27, 53]","After a young couple witnesses a gruesome highway accident, they soon realize they did not leave the crash scene alone, as a demonic presence called the Passenger that won't stop until it claims them both turns their van life adventure into a nightmare.",/2sOEJzhPzjTkZSlPbGxOJ7xgIyS.jpg,movie,2026-05-21T22:17:41.566734
1439930,The Punisher: One Last Kill,The Punisher: One Last Kill,580.0449,8.501,1004,2026-05-12,"[28, 18, 80]","As Frank Castle searches for meaning beyond revenge, an unexpected force pulls him back into the fight.",/qQclTgLMDvGBuUBFGHRipxkEwWR.jpg,movie,2026-05-21T22:17:41.566740
936075,Michael,Michael,105.7155,7.6,794,2026-04-22,"[10402, 18]","The story of Michael Jackson, one of the most influential artists the world has ever known, and his life beyond the music. His journey from the discovery of his extraordinary talent as the lead of the Jackson Five, to the visionary artist whose creative ambition fueled a relentless pursuit to become the biggest entertainer in the world, highlighting both his life off-stage and some of the most iconic performances from his early solo career.",/3Qud19bBUrrJAzy0Ilm8gRJlJXP.jpg,movie,2026-05-21T22:17:41.566747
83533,Avatar: Fire and Ash,Avatar: Fire and Ash,157.0592,7.488,3118,2025-12-17,"[878, 12, 14]","In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",/aabwWZWx6z1aYP4PX2ADvbDKktd.jpg,movie,2026-05-21T22:17:41.566769
1083381,Backrooms,Backrooms,22.4946,8.5,2,2026-05-27,"[27, 9648, 878]",A strange doorway appears in the basement of a furniture showroom.,/vpkNMkbisv5cTaIfCzUduYzXnjb.jpg,movie,2026-05-21T22:17:41.566776
1314481,The Devil Wears Prada 2,The Devil Wears Prada 2,68.2253,6.626,629,2026-04-29,"[35, 18]","Andy Sachs returns to Runway as Miranda Priestly navigates a new media landscape and Runway's position within. The duo reconnect with former assistant Emily Charlton, now the head of a luxury brand that possesses funding which could ensure Runway's survival.",/xTI42pmsP5EDnvsNJPEDubwWBQO.jpg,movie,2026-05-21T22:17:41.566783
1198984,We Bury the Dead,We Bury the Dead,9.6161,5.9,214,2026-01-01,"[27, 53]","After a catastrophic military disaster, the dead don't just rise - they hunt. Ava searches for her missing husband, but what she finds is far more terrifying.",/xZqo0yPARmyF8TACVNyaOACkYWG.jpg,movie,2026-05-21T22:17:41.566792
1273221,Scary Movie,Scary Movie,17.9904,0.0,0,2026-06-03,"[35, 27]","Twenty-six years after outrunning a suspiciously familiar masked killer, the Core Four are back in the killer's crosshairs and no horror movie IP is safe.",/2OHkZEqQL4OjYXIqWopJu0BijTD.jpg,movie,2026-05-21T22:17:41.566799
454639,Masters of the Universe,Masters of the Universe,26.6315,0.0,0,2026-06-03,"[28, 14, 878]","After being separated for 15 years, the Sword of Power leads Prince Adam back to Eternia, where he discovers his home shattered under the fiendish rule of Skeletor. To save his family and his world, Adam must join forces with his closest allies, Teela and Duncan/Man-At-Arms, and embrace his true destiny as He-Man — the most powerful man in the universe.",/1iaoDCWAM5C1kvlmIiCrLUE16uM.jpg,movie,2026-05-21T22:17:41.566806
1007757,Swapped,Swapped,304.947,8.98,1235,2026-05-01,"[16, 10751, 12, 14]","A small woodland creature and a majestic bird, two natural sworn enemies of the Valley, magically trade places and set off on an adventure of a lifetime to switch back. Their journey soon uncovers a greater threat—one that could endanger not only their species, but the entire valley they call home.",/tHhxWxge06goXU6ZQH1hj7vK8Hd.jpg,movie,2026-05-21T22:17:41.566813
1084244,Toy Story 5,Toy Story 5,19.2165,0.0,0,2026-06-17,"[16, 10751, 35, 12]","When Bonnie receives a Lilypad tablet as a gift and becomes obsessed, Buzz, Woody, Jessie and the rest of the gang's jobs become exponentially harder when they have to go head to head with the all-new threat to playtime.",/dWIAOC9EKFehGs3CYvDQih3hxaG.jpg,movie,2026-05-21T22:17:41.566820
1368337,The Odyssey,The Odyssey,33.5684,0.0,0,2026-07-15,"[12, 28, 14]","Odysseus, the legendary King of Ithaca, embarks on a long and perilous journey home following the Trojan War. Throughout his voyage, he is forced to confront the whims of gods, mythological monsters, and trials that stretch both his cunning and his humanity to the breaking point.",/2jzjE3OtXekGtn3vdRGXpyWrHe7.jpg,movie,2026-05-21T22:17:42.406623
1119449,"Good Luck, Have Fun, Don't Die","Good Luck, Have Fun, Don't Die",14.9723,6.893,439,2026-02-13,"[878, 28, 35]",A 'Man from the Future' arrives at an LA diner where he must recruit the precise combination of disgruntled patrons to join him on a one-night quest to save the world from the terminal threat of a rogue artificial intelligence.,/rWcfOdY7TU6lTdazWj0ebDZnAfO.jpg,movie,2026-05-21T22:17:42.406662
1318447,Apex,Apex,194.8785,6.67,1142,2026-04-24,"[28, 53]",A grieving woman pushing her limits on a solo adventure in the Australian wild is ensnared in a twisted game with a cunning killer who thinks she's prey.,/eTp7gSPkSF3Aw79mNx1NkBP1PZT.jpg,movie,2026-05-21T22:17:42.406673
1325734,The Drama,The Drama,32.1959,6.922,789,2026-03-26,"[10749, 35, 18]",A happily engaged couple is put to the test when an unexpected turn sends their wedding week off the rails.,/yPV87cvDabRMTZs6NIbZLOufBLR.jpg,movie,2026-05-21T22:17:42.406681
1327819,Hoppers,Hoppers,124.2736,8.085,1153,2026-03-04,"[12, 16, 35, 10751, 878]","Scientists have discovered how to 'hop' human consciousness into lifelike robotic animals, allowing people to communicate with animals as animals. Animal lover Mabel seizes an opportunity to use the technology, uncovering mysteries within the animal world beyond anything she could have imagined.",/xjtWQ2CL1mpmMNwuU5HeS4Iuwuu.jpg,movie,2026-05-21T22:17:42.406689
1140521,The Magic Faraway Tree,The Magic Faraway Tree,24.1096,6.5,29,2026-03-26,"[10751, 14, 12]","A modern family relocates to the countryside where the children discover a magical tree with eccentric residents. They're transported to fantastical lands, rekindling their family bond through adventures.",/udXvLxC5gAqN8SinemyFBEcHpTf.jpg,movie,2026-05-21T22:17:42.406697
1330021,Remarkably Bright Creatures,Remarkably Bright Creatures,103.4642,8.558,346,2026-05-07,"[18, 9648]","Through unlikely bonds formed during night shifts at a local aquarium, Tova, an elderly widow, learns of a life-changing discovery that may bring her joy and wonder once again.",/9HcEqn3D4J6b2Z0jK54id9nA0fr.jpg,movie,2026-05-21T22:17:42.406705
1266127,Ready or Not: Here I Come,Ready or Not: Here I Come,117.603,7.637,788,2026-03-19,"[53, 27, 35]","Moments after surviving an all-out attack from the Le Domas family, Grace discovers she’s reached the next level of the nightmarish game — and this time with her estranged sister Faith at her side. Grace has one chance to survive, keep her sister alive, and claim the High Seat of the Council that controls the world. Four rival families are hunting her for the throne, and whoever wins rules it all.",/13ZcJzSGEqVgDSqsS9U5EkQwPkV.jpg,movie,2026-05-21T22:17:42.406713
1375646,Colony,군체,13.6886,10.0,1,2026-05-21,"[28, 53, 27]","Professor Se-jeong is thrust into a bloody nightmare when a rapidly mutating virus is released during a biotech conference causing authorities to seal the facility. Trapped inside with no escape, Se-jeong along with a small group of survivors must fight to stay alive while the infected undergo horrific transformations.",/tN799oUR0f1gUKDYdMNrDaY7I51.jpg,movie,2026-05-21T22:17:42.406720
1301421,The Sheep Detectives,The Sheep Detectives,93.9584,7.671,83,2026-04-30,"[35, 10751, 9648]","George Hardy is a shepherd who reads detective novels to his beloved sheep every night, assuming they can't possibly understand. But when a mysterious incident disrupts life on the farm, the sheep realize they must become the detectives. As they follow the clues and investigate human suspects, they prove that even sheep can be brilliant crime-solvers.",/6QtL9rl3Zb4d8qW6EJ4qO5hSSfU.jpg,movie,2026-05-21T22:17:42.406727
1122573,In the Grey,In the Grey,46.5069,6.3,48,2026-05-13,"[28, 53]","A covert team of elite operatives are living in the shadows. When a ruthless despot steals a billion-dollar fortune, they're sent to take it back—an impossible heist that erupts into a deadly game of strategy, deception and survival.",/dQgIcW6Th08kMRf2HBoYWoFE6OD.jpg,movie,2026-05-21T22:17:42.406734
1275779,Disclosure Day,Disclosure Day,17.3747,0.0,0,2026-06-10,"[9648, 878, 53]","If you found out we weren’t alone, if someone showed you, proved it to you, would that frighten you?",/3o5YPjDGDTcTDL5ftDA9NwN9dLd.jpg,movie,2026-05-21T22:17:42.406740
1291659,The Wizard of the Kremlin,Le mage du Kremlin,6.0945,6.468,140,2026-01-21,[18],"In the chaos of post-Soviet Russia, rising KGB officer Vladimir Putin joins forces with master manipulator Vadim Baranov to reshape life behind the Iron Curtain, using violence and deception to change the world forever.",/8JE0VQboVocCRERfKoudbqMUAR8.jpg,movie,2026-05-21T22:17:42.406747
1662317,The Crash,The Crash,28.2174,6.268,28,2026-05-14,"[99, 80]","A teen slams her car into a building, killing her boyfriend and his friend. What seems like a tragic accident becomes a murder case.",/veskdPx4YUTmkrFrTs6zRJ8VV4E.jpg,movie,2026-05-21T22:17:42.406754
1193501,Whistle,Whistle,18.0791,6.305,393,2026-01-20,"[27, 9648]","A misfit group of unwitting high school students stumble upon a cursed object, an ancient Aztec Death Whistle. They discover that blowing the whistle and the terrifying sound it emits will summon their future deaths to hunt them down.",/vgonf5kGsiijUBjzxKTvechhT28.jpg,movie,2026-05-21T22:17:42.406760
1198994,Send Help,Send Help,55.6759,7.04,1516,2026-01-22,"[27, 53, 35]","Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",/mjkS2iAgWj3ik1DTjvI15nHZ7yl.jpg,movie,2026-05-21T22:17:42.406767
1582770,Dhurandhar: The Revenge,धुरंधर: द रिवेंज,77.4345,7.4,80,2026-03-18,"[28, 80, 53]","As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.",/5LgxEtSKXgU867gldO065EYb6ay.jpg,movie,2026-05-21T22:17:42.406774
855435,Faces of Death,Faces of Death,77.7292,5.39,59,2026-04-10,[27],"A woman, employed as a website content moderator, comes across a series of violent videos reproducing death scenes from a film.",/vPVY3S57lEooBLJCg6KGdMHkUxm.jpg,movie,2026-05-21T22:17:42.406780
