genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,835.3899,49709,2026-09-05T10:02:33.176215
12,Adventure,835.3899,28199,2026-09-05T10:02:33.565923
16,Animation,172.6272,71582,2026-09-05T10:02:33.959563
35,Comedy,378.5256,175068,2026-09-05T10:02:34.345737
80,Crime,207.3694,42612,2026-09-05T10:02:34.733258
99,Documentary,52.8223,228280,2026-09-05T10:02:35.160028
18,Drama,226.0684,298461,2026-09-05T10:02:35.545950
10751,Family,378.5256,33266,2026-09-05T10:02:35.931192
14,Fantasy,486.7858,30456,2026-09-05T10:02:36.320772
36,History,60.9178,22418,2026-09-05T10:02:36.709802
27,Horror,207.7466,73289,2026-09-05T10:02:37.098569
10402,Music,60.8546,54649,2026-09-05T10:02:37.487688
9648,Mystery,152.2512,27239,2026-09-05T10:02:37.875603
10749,Romance,286.2129,64439,2026-09-05T10:02:38.266527
878,Science Fiction,835.3899,27054,2026-09-05T10:02:38.655227
10770,TV Movie,47.911,32939,2026-09-05T10:02:39.045297
53,Thriller,385.2793,62238,2026-09-05T10:02:39.437321
10752,War,68.5966,13077,2026-09-05T10:02:39.827706
37,Western,27.4595,10228,2026-09-05T10:02:40.264983
