genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1074.3611,49478,2026-08-15T06:37:32.917734
12,Adventure,1074.3611,28056,2026-08-15T06:37:33.333174
16,Animation,323.3301,71258,2026-08-15T06:37:33.713035
35,Comedy,332.7628,174253,2026-08-15T06:37:34.093043
80,Crime,92.6092,42430,2026-08-15T06:37:34.476172
99,Documentary,91.8885,226504,2026-08-15T06:37:34.857291
18,Drama,237.9754,296640,2026-08-15T06:37:35.231829
10751,Family,323.3301,33057,2026-08-15T06:37:35.607898
14,Fantasy,794.065,30267,2026-08-15T06:37:35.987340
36,History,45.509,22317,2026-08-15T06:37:36.367255
27,Horror,350.6261,72855,2026-08-15T06:37:36.783203
10402,Music,84.8355,54328,2026-08-15T06:37:37.161267
9648,Mystery,167.092,27010,2026-08-15T06:37:37.542304
10749,Romance,117.0782,64083,2026-08-15T06:37:37.959093
878,Science Fiction,1074.3611,26959,2026-08-15T06:37:38.338283
10770,TV Movie,64.0346,32842,2026-08-15T06:37:38.760675
53,Thriller,375.692,61880,2026-08-15T06:37:39.178953
10752,War,124.4957,13029,2026-08-15T06:37:39.554873
37,Western,76.628,10203,2026-08-15T06:37:39.929159
