genre_id,genre_name,fetched_at
28,Action,2026-09-03T10:45:39.702627
12,Adventure,2026-09-03T10:45:39.702637
16,Animation,2026-09-03T10:45:39.702638
35,Comedy,2026-09-03T10:45:39.702640
80,Crime,2026-09-03T10:45:39.702641
99,Documentary,2026-09-03T10:45:39.702642
18,Drama,2026-09-03T10:45:39.702643
10751,Family,2026-09-03T10:45:39.702646
14,Fantasy,2026-09-03T10:45:39.702648
36,History,2026-09-03T10:45:39.702650
27,Horror,2026-09-03T10:45:39.702651
10402,Music,2026-09-03T10:45:39.702652
9648,Mystery,2026-09-03T10:45:39.702653
10749,Romance,2026-09-03T10:45:39.702654
878,Science Fiction,2026-09-03T10:45:39.702655
10770,TV Movie,2026-09-03T10:45:39.702657
53,Thriller,2026-09-03T10:45:39.702658
10752,War,2026-09-03T10:45:39.702659
37,Western,2026-09-03T10:45:39.702660
