genre_id,genre_name,fetched_at
28,Action,2026-08-19T06:42:04.915342
12,Adventure,2026-08-19T06:42:04.915351
16,Animation,2026-08-19T06:42:04.915353
35,Comedy,2026-08-19T06:42:04.915354
80,Crime,2026-08-19T06:42:04.915355
99,Documentary,2026-08-19T06:42:04.915356
18,Drama,2026-08-19T06:42:04.915356
10751,Family,2026-08-19T06:42:04.915359
14,Fantasy,2026-08-19T06:42:04.915360
36,History,2026-08-19T06:42:04.915361
27,Horror,2026-08-19T06:42:04.915362
10402,Music,2026-08-19T06:42:04.915363
9648,Mystery,2026-08-19T06:42:04.915364
10749,Romance,2026-08-19T06:42:04.915365
878,Science Fiction,2026-08-19T06:42:04.915365
10770,TV Movie,2026-08-19T06:42:04.915366
53,Thriller,2026-08-19T06:42:04.915367
10752,War,2026-08-19T06:42:04.915368
37,Western,2026-08-19T06:42:04.915369
