genre_id,genre_name,fetched_at
28,Action,2026-08-11T14:30:28.151466
12,Adventure,2026-08-11T14:30:28.151478
16,Animation,2026-08-11T14:30:28.151480
35,Comedy,2026-08-11T14:30:28.151482
80,Crime,2026-08-11T14:30:28.151484
99,Documentary,2026-08-11T14:30:28.151487
18,Drama,2026-08-11T14:30:28.151489
10751,Family,2026-08-11T14:30:28.151493
14,Fantasy,2026-08-11T14:30:28.151496
36,History,2026-08-11T14:30:28.151498
27,Horror,2026-08-11T14:30:28.151500
10402,Music,2026-08-11T14:30:28.151502
9648,Mystery,2026-08-11T14:30:28.151505
10749,Romance,2026-08-11T14:30:28.151507
878,Science Fiction,2026-08-11T14:30:28.151509
10770,TV Movie,2026-08-11T14:30:28.151511
53,Thriller,2026-08-11T14:30:28.151513
10752,War,2026-08-11T14:30:28.151515
37,Western,2026-08-11T14:30:28.151517
