genre_id,genre_name,fetched_at
28,Action,2026-09-04T10:44:11.267576
12,Adventure,2026-09-04T10:44:11.267589
16,Animation,2026-09-04T10:44:11.267591
35,Comedy,2026-09-04T10:44:11.267593
80,Crime,2026-09-04T10:44:11.267595
99,Documentary,2026-09-04T10:44:11.267597
18,Drama,2026-09-04T10:44:11.267599
10751,Family,2026-09-04T10:44:11.267604
14,Fantasy,2026-09-04T10:44:11.267606
36,History,2026-09-04T10:44:11.267609
27,Horror,2026-09-04T10:44:11.267611
10402,Music,2026-09-04T10:44:11.267613
9648,Mystery,2026-09-04T10:44:11.267615
10749,Romance,2026-09-04T10:44:11.267617
878,Science Fiction,2026-09-04T10:44:11.267619
10770,TV Movie,2026-09-04T10:44:11.267620
53,Thriller,2026-09-04T10:44:11.267622
10752,War,2026-09-04T10:44:11.267624
37,Western,2026-09-04T10:44:11.267626
