genre_id,genre_name,fetched_at
28,Action,2026-08-26T06:49:09.620954
12,Adventure,2026-08-26T06:49:09.620967
16,Animation,2026-08-26T06:49:09.620968
35,Comedy,2026-08-26T06:49:09.620970
80,Crime,2026-08-26T06:49:09.620971
99,Documentary,2026-08-26T06:49:09.620976
18,Drama,2026-08-26T06:49:09.620977
10751,Family,2026-08-26T06:49:09.620981
14,Fantasy,2026-08-26T06:49:09.620982
36,History,2026-08-26T06:49:09.620983
27,Horror,2026-08-26T06:49:09.620985
10402,Music,2026-08-26T06:49:09.620986
9648,Mystery,2026-08-26T06:49:09.620987
10749,Romance,2026-08-26T06:49:09.620988
878,Science Fiction,2026-08-26T06:49:09.620989
10770,TV Movie,2026-08-26T06:49:09.620990
53,Thriller,2026-08-26T06:49:09.620991
10752,War,2026-08-26T06:49:09.620992
37,Western,2026-08-26T06:49:09.620994
