genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,580.0449,48514,2026-05-21T22:17:59.501970
12,Adventure,407.8545,27322,2026-05-21T22:18:00.404921
16,Animation,350.5388,69685,2026-05-21T22:18:01.265129
35,Comedy,350.5388,169934,2026-05-21T22:18:02.135102
80,Crime,580.0449,41462,2026-05-21T22:18:02.979736
99,Documentary,63.507,219136,2026-05-21T22:18:03.840074
18,Drama,580.0449,288692,2026-05-21T22:18:04.688695
10751,Family,350.5388,32135,2026-05-21T22:18:05.534332
14,Fantasy,350.5388,29264,2026-05-21T22:18:06.388938
36,History,55.3129,21762,2026-05-21T22:18:07.240819
27,Horror,361.5191,70630,2026-05-21T22:18:08.161295
10402,Music,105.7155,53244,2026-05-21T22:18:09.006341
9648,Mystery,361.5191,26119,2026-05-21T22:18:09.853609
10749,Romance,225.2253,62751,2026-05-21T22:18:10.781448
878,Science Fiction,407.8545,26178,2026-05-21T22:18:11.662415
10770,TV Movie,52.5247,32208,2026-05-21T22:18:12.619785
53,Thriller,194.8785,59986,2026-05-21T22:18:13.481091
10752,War,41.4664,12764,2026-05-21T22:18:14.368128
37,Western,21.4223,10082,2026-05-21T22:18:15.228755
