genre_id,genre_name,fetched_at
28,Action,2026-09-02T10:45:28.677985
12,Adventure,2026-09-02T10:45:28.677997
16,Animation,2026-09-02T10:45:28.677998
35,Comedy,2026-09-02T10:45:28.677999
80,Crime,2026-09-02T10:45:28.678000
99,Documentary,2026-09-02T10:45:28.678001
18,Drama,2026-09-02T10:45:28.678001
10751,Family,2026-09-02T10:45:28.678004
14,Fantasy,2026-09-02T10:45:28.678005
36,History,2026-09-02T10:45:28.678006
27,Horror,2026-09-02T10:45:28.678007
10402,Music,2026-09-02T10:45:28.678008
9648,Mystery,2026-09-02T10:45:28.678009
10749,Romance,2026-09-02T10:45:28.678009
878,Science Fiction,2026-09-02T10:45:28.678010
10770,TV Movie,2026-09-02T10:45:28.678011
53,Thriller,2026-09-02T10:45:28.678012
10752,War,2026-09-02T10:45:28.678013
37,Western,2026-09-02T10:45:28.678014
