genre_id,genre_name,fetched_at
28,Action,2026-08-22T06:39:00.990781
12,Adventure,2026-08-22T06:39:00.990793
16,Animation,2026-08-22T06:39:00.990795
35,Comedy,2026-08-22T06:39:00.990797
80,Crime,2026-08-22T06:39:00.990799
99,Documentary,2026-08-22T06:39:00.990801
18,Drama,2026-08-22T06:39:00.990803
10751,Family,2026-08-22T06:39:00.990808
14,Fantasy,2026-08-22T06:39:00.990810
36,History,2026-08-22T06:39:00.990813
27,Horror,2026-08-22T06:39:00.990814
10402,Music,2026-08-22T06:39:00.990816
9648,Mystery,2026-08-22T06:39:00.990818
10749,Romance,2026-08-22T06:39:00.990820
878,Science Fiction,2026-08-22T06:39:00.990822
10770,TV Movie,2026-08-22T06:39:00.990825
53,Thriller,2026-08-22T06:39:00.990826
10752,War,2026-08-22T06:39:00.990828
37,Western,2026-08-22T06:39:00.990830
