tmdb_id,title,original_title,popularity,vote_average,vote_count,release_date,genre_ids,overview,poster_path,media_type,fetched_at,youtube_key,trailer_name,trailer_type,trailer_url
1465557,"Our Hero, Balthazar","Our Hero, Balthazar",11.0252,6.8,5,2026-03-27,"[18, 35]","Eager to impress his activist crush, a wealthy New York teenager follows an online connection to Texas, where he's convinced he can stop an act of extreme violence.",/mxVTarvl5OLoU9YWIYygby6R0KI.jpg,movie,2026-08-12T07:24:08.820355,BjmkWI96YLY,Official Trailer,Trailer,https://www.youtube.com/watch?v=BjmkWI96YLY
1283515,Verity,Verity,11.6226,0.0,0,2026-09-30,"[9648, 53]","Lowen Ashleigh gets hired by Jeremy Crawford to ghostwrite novels for his bestselling author wife Verity, who's unable to finish after an accident. Lowen uncovers Verity's disturbing truths while residing at the Crawfords' home to work.",/dGSsPovyUW5XVekXcy7F2GyhTEh.jpg,movie,2026-08-12T07:24:08.820373,xdPMKhjMSFs,Official Trailer,Trailer,https://www.youtube.com/watch?v=xdPMKhjMSFs
1284465,The Death of Robin Hood,The Death of Robin Hood,258.7221,6.4,192,2026-06-18,"[12, 18, 28]","Grappling with his past after a life of crime and murder, Robin Hood finds himself gravely injured after a battle he thought would be his last. In the hands of a mysterious woman, he is offered a chance at salvation.",/92Tsfx7SFafOqWsotvrlJbHyehd.jpg,movie,2026-08-12T07:24:08.820380,tlSDDuWxO_0,Official Trailer,Trailer,https://www.youtube.com/watch?v=tlSDDuWxO_0
980431,Avatar Aang: The Last Airbender,Avatar Aang: The Last Airbender,150.8228,9.28,815,2026-07-24,"[16, 28, 12, 14]","Avatar Aang, the world's last Airbender, learns of an ancient power that could save his culture from extinction. With the help of his friends, he embarks on a global quest to find it before it falls into the wrong hands and threatens to upend the peace they sacrificed everything to achieve.",/3sgnSfNT27Bx5O5ukr7B26mhEQq.jpg,movie,2026-08-12T07:24:08.820386,7b20GRFZBFE,Official Trailer,Trailer,https://www.youtube.com/watch?v=7b20GRFZBFE
1307118,Soulm8te,Soulm8te,179.2709,6.483,90,2026-07-31,"[27, 878, 53]","After a ruthless tech giant acquires a small robotics company, a grieving engineer is tasked with testing their new AI companion. But when he attempts to reprogram her to be a truly sentient soulmate, she develops needs of her own—unleashing a relentless spree of precision-engineered mayhem.",/bNErActDctl6cdUGw9pnjSCmyhQ.jpg,movie,2026-08-12T07:24:08.820391,DF9I1wLlXbk,Watch At Home on 8/1,Trailer,https://www.youtube.com/watch?v=DF9I1wLlXbk
936075,Michael,Michael,97.5208,8.7,3971,2026-04-22,"[10402, 18]","The story of Michael Jackson, one of the most influential artists the world has ever known, and his life beyond the music. His journey from the discovery of his extraordinary talent as the lead of the Jackson Five, to the visionary artist whose creative ambition fueled a relentless pursuit to become the biggest entertainer in the world, highlighting both his life off-stage and some of the most iconic performances from his early solo career.",/zm0KAbOjlt9eR5y7vDiL2dEOwMl.jpg,movie,2026-08-12T07:24:08.820397,mbtgEE6rkxw,Official Trailer,Trailer,https://www.youtube.com/watch?v=mbtgEE6rkxw
1263532,Beast Race,Corrida dos Bichos,74.1816,6.328,58,2026-03-17,"[28, 878, 53]","In future Rio de Janeiro, a young leader of the resistance must enter a deadly parkour-inspired competition in order to save his sister's life.",/mwmfEqWXZG6HmAUuN5SjO8s7UNV.jpg,movie,2026-08-12T07:24:08.820402,JVVqUrIp05U,Official Teaser [Subtitled],Trailer,https://www.youtube.com/watch?v=JVVqUrIp05U
1240889,Teenage Sex and Death at Camp Miasma,Teenage Sex and Death at Camp Miasma,25.4334,7.2,12,2026-08-06,"[35, 27, 10749]","After years of slapdash sequels and waning fandom, the Camp Miasma slasher franchise is handed over to an enthusiastic young director for resurrection. But when she visits the original's star, a now-reclusive actress shrouded in mystery, the two women fall into a blood-soaked world of desire, fear, and delirium.",/5Cz1EJOKpZ8hqvBNZYF9C2zTB2T.jpg,movie,2026-08-12T07:24:08.820407,j9TsiTgYZGw,Official Vertical Trailer,Trailer,https://www.youtube.com/watch?v=j9TsiTgYZGw
1314481,The Devil Wears Prada 2,The Devil Wears Prada 2,105.2902,7.091,2020,2026-04-29,"[35, 18]","Andy Sachs returns to Runway as Miranda Priestly navigates a new media landscape and Runway's position within. The duo reconnect with former assistant Emily Charlton, now the head of a luxury brand that possesses funding which could ensure Runway's survival.",/xTI42pmsP5EDnvsNJPEDubwWBQO.jpg,movie,2026-08-12T07:24:08.820412,e9HXmMnUEdE,Official Trailer,Trailer,https://www.youtube.com/watch?v=e9HXmMnUEdE
1391021,Once Upon a Time in the Middle East,欢迎来龙餐馆,33.427,9.0,7,2026-08-08,"[18, 10752]","Xu Fu travels to the Middle East to work as a chef in a Chinese restaurant to pay off family debts, where he meets floor manager Ma Junsheng. Their Dragon Restaurant rises to fame, attracting crowds with authentic‑tasting Chinese food. But war breaks out, and local conditions take a drastic turn for the worse. No one can remain unaffected. What lies ahead for them? And how will the Dragon Restaurant hold on amid the war?",/wAuGgXjA7GV8NrKfmUKl2AP8vqG.jpg,movie,2026-08-12T07:24:08.820418,,,,
1108427,Moana,Moana,229.5025,6.0,192,2026-07-08,"[10751, 14, 35, 12]","Teenage Moana answers the Ocean's call and, for the first time, voyages beyond the reef of her island of Motunui with infamous demigod Maui on an unforgettable journey to restore prosperity to her people.",/zKVgiv5qHCvCLT4A2ymJi5QeXDH.jpg,movie,2026-08-12T07:24:08.820423,n7f6hlKsxxo,Official Trailer,Trailer,https://www.youtube.com/watch?v=n7f6hlKsxxo
454639,Masters of the Universe,Masters of the Universe,151.5189,7.2,1747,2026-06-03,"[28, 14, 878]","After being separated for 15 years, the Sword of Power leads Prince Adam back to Eternia, where he discovers his home shattered under the fiendish rule of Skeletor. To save his family and his world, Adam must join forces with his closest allies, Teela and Duncan/Man-At-Arms, and embrace his true destiny as He-Man — the most powerful man in the universe.",/oRuyGUHdoaQxWP3SDfafGkStxTC.jpg,movie,2026-08-12T07:24:08.820428,rJSmz-zhDxE,Official Final Trailer,Trailer,https://www.youtube.com/watch?v=rJSmz-zhDxE
1493400,Camp Rock 3,Camp Rock 3,7.1312,10.0,2,2026-08-13,"[10402, 35, 18, 10770]","When Connect 3 loses their opening act for a major reunion tour, they return to their beloved Camp Rock to discover the next big thing. As campers vie for the chance to open for their favorite band, tensions rise and friendships are tested - leading to unexpected alliances, revelations, and romances.",/8wI9KByZtzBMWOzDFjxHPSOAuOH.jpg,movie,2026-08-12T07:24:08.820434,02-RDIZ5Rdw,Trailer,Trailer,https://www.youtube.com/watch?v=02-RDIZ5Rdw
1273221,Scary Movie,Scary Movie,168.372,6.469,1575,2026-06-03,[35],"Twenty-six years after outrunning a suspiciously familiar masked killer, the Core Four are back in the killer's crosshairs and no horror movie IP is safe.",/znHT8peERZRWG1ME3r0Db0EV8k8.jpg,movie,2026-08-12T07:24:08.820445,0fZ58S-7QP0,Official Trailer,Trailer,https://www.youtube.com/watch?v=0fZ58S-7QP0
1698863,The Odyssey,The Odyssey,165.1631,6.233,15,2026-07-03,"[12, 14, 28]","Based on the Ancient Greek epic. After ten years of war, King Odysseus sets sail for Ithaca, eager to reunite with his beloved. But his journey home is far more treacherous than the battlefield, as he must face deadly monsters and vengeful gods to survive.",/xBHCRB7zLIW41w8QskfwJhm32YF.jpg,movie,2026-08-12T07:24:08.820451,wD5w48WT3uo,Official Trailer,Trailer,https://www.youtube.com/watch?v=wD5w48WT3uo
1433367,One Night Only,One Night Only,26.9857,7.3,19,2026-07-28,"[35, 10749]",Two love-starved strangers crash into each other on the one night of the year when single people are allowed to have sex.,/9LGEqZvzI7Tsosf8srwEY48rZsD.jpg,movie,2026-08-12T07:24:08.820456,AvKoSR3O4NQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=AvKoSR3O4NQ
1430077,Hokum,Hokum,30.5354,6.931,705,2026-04-29,[27],"When novelist Ohm Bauman retreats to a remote inn to scatter his parents' ashes, he is consumed by tales of a witch haunting the honeymoon suite. Disturbing visions and a shocking disappearance forces him to confront dark corners of his past.",/x6rHcQFiYcczLQPrmxXPAicm54E.jpg,movie,2026-08-12T07:24:08.820461,jP2nDyQWBOU,Official Trailer,Trailer,https://www.youtube.com/watch?v=jP2nDyQWBOU
1292415,Beast,Beast,25.9378,6.356,87,2026-04-10,"[28, 18]","MMA legend Patton James, now a commercial fisherman, is pulled back into the cage when his brother is in danger. Reuniting with his old coach Sammy, he commits to one final fight in one championship against the brutal champion Xavier Grau.",/7NrvUI3vnW8H3rD7ExKcTL7KRcQ.jpg,movie,2026-08-12T07:24:08.820466,yJN2mJ4uOas,Official Trailer,Trailer,https://www.youtube.com/watch?v=yJN2mJ4uOas
1327819,Hoppers,Hoppers,64.4475,8.181,2150,2026-03-04,"[12, 16, 35, 10751, 878]","Scientists have discovered how to 'hop' human consciousness into lifelike robotic animals, allowing people to communicate with animals as animals. Animal lover Mabel seizes an opportunity to use the technology, uncovering mysteries within the animal world beyond anything she could have imagined.",/xjtWQ2CL1mpmMNwuU5HeS4Iuwuu.jpg,movie,2026-08-12T07:24:08.820472,PypDSyIRRSs,Official Trailer,Trailer,https://www.youtube.com/watch?v=PypDSyIRRSs
1375646,Colony,군체,292.9874,8.129,465,2026-05-21,"[28, 27, 878]","Professor Se-jeong is thrust into a bloody nightmare when a rapidly mutating virus is released during a biotech conference causing authorities to seal the facility. Trapped inside with no escape, Se-jeong along with a small group of survivors must fight to stay alive while the infected undergo horrific transformations.",/wC69brhk65GvrgNQdqLRUqtneUH.jpg,movie,2026-08-12T07:24:08.820477,LW6dpj1uCK8,International Trailer,Trailer,https://www.youtube.com/watch?v=LW6dpj1uCK8
1594914,Lucky Strike,Lucky Strike,131.5874,7.6,23,2026-06-26,"[28, 10752]","A wounded American soldier fights to survive behind enemy lines during WWII's Battle of the Bulge against the Germans, relying on his instinct, spy craft and a hand-radio to evade capture and find his way back to his unit.",/kzRAd7mj39ZY3FGNrDdZjqx56tn.jpg,movie,2026-08-12T07:24:09.241361,vtEnjikCXyA,Official Trailer,Trailer,https://www.youtube.com/watch?v=vtEnjikCXyA
1368166,The Housemaid,The Housemaid,55.3014,7.266,2840,2025-12-18,"[9648, 53]","Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",/cWsBscZzwu5brg9YjNkGewRUvJX.jpg,movie,2026-08-12T07:24:09.241379,ZvFmElCcKVg,Official Trailer 2,Trailer,https://www.youtube.com/watch?v=ZvFmElCcKVg
1329016,Tony,Tony,20.9459,7.444,9,2026-08-07,"[18, 35]","A 19-year-old Anthony Bourdain travels to Provincetown and stumbles into the chaotic world of a restaurant kitchen, setting off a summer that will shape the course of his life.",/3WN0JWwRI7oGH7Ni2R6poVWej05.jpg,movie,2026-08-12T07:24:09.241384,k1MVnzd2aVc,Official Trailer,Trailer,https://www.youtube.com/watch?v=k1MVnzd2aVc
1391021,Once Upon a Time in the Middle East,欢迎来龙餐馆,33.427,9.0,7,2026-08-08,"[18, 10752]","Xu Fu travels to the Middle East to work as a chef in a Chinese restaurant to pay off family debts, where he meets floor manager Ma Junsheng. Their Dragon Restaurant rises to fame, attracting crowds with authentic‑tasting Chinese food. But war breaks out, and local conditions take a drastic turn for the worse. No one can remain unaffected. What lies ahead for them? And how will the Dragon Restaurant hold on amid the war?",/wAuGgXjA7GV8NrKfmUKl2AP8vqG.jpg,movie,2026-08-12T07:24:09.241389,,,,
1185806,PAW Patrol: The Dino Movie,PAW Patrol: The Dino Movie,31.4277,7.4,22,2026-07-23,"[12, 16, 35, 10751]","The Paw Patrol lands on a mysterious dinosaur island after a storm, where they meet Rex, a stranded pup. When Humdinger's reckless mining triggers a volcano, the team faces their biggest rescue mission yet to save the island.",/qnin56Syy5rbG7KCaxWY7SPuy6p.jpg,movie,2026-08-12T07:24:09.241394,xgI5iYmOf5Q,Official Trailer,Trailer,https://www.youtube.com/watch?v=xgI5iYmOf5Q
1477712,Ice Cream Man,Ice Cream Man,49.1756,5.221,34,2026-08-03,[27],An idyllic summer town descends into madness when an ice cream man serves kids sweet delights with horrifying results.,/c987gxFjXqYOxZEZKcTkS1ONTWH.jpg,movie,2026-08-12T07:24:09.241398,Cgw3zNmFtRo,Official International Trailer,Trailer,https://www.youtube.com/watch?v=Cgw3zNmFtRo
1430077,Hokum,Hokum,30.5354,6.931,705,2026-04-29,[27],"When novelist Ohm Bauman retreats to a remote inn to scatter his parents' ashes, he is consumed by tales of a witch haunting the honeymoon suite. Disturbing visions and a shocking disappearance forces him to confront dark corners of his past.",/x6rHcQFiYcczLQPrmxXPAicm54E.jpg,movie,2026-08-12T07:24:09.241402,jP2nDyQWBOU,Official Trailer,Trailer,https://www.youtube.com/watch?v=jP2nDyQWBOU
1423191,Resident Evil,Resident Evil,9.5295,0.0,0,2026-09-16,"[27, 878]","Bryan, a medical courier, is in the process of making a delivery when a sudden outbreak occurs, forcing him to fight for survival.",/qku2uWSoJ9amQV5MWo1Eek29iji.jpg,movie,2026-08-12T07:24:09.241406,mNd1gb19A-c,Official Trailer,Trailer,https://www.youtube.com/watch?v=mNd1gb19A-c
931285,Mortal Kombat II,Mortal Kombat II,86.8969,7.884,2337,2026-05-06,"[28, 14, 12]","The fan favorite champions—now joined by Johnny Cage himself—are pitted against one another in the ultimate, no-holds barred, gory battle to defeat the dark rule of Shao Kahn that threatens the very existence of the Earthrealm and its defenders.",/hwRdDFIhaEmpRgoki805YvyyjZf.jpg,movie,2026-08-12T07:24:09.241411,qGyIEis2T2o,Official American Sign Language Trailer,Trailer,https://www.youtube.com/watch?v=qGyIEis2T2o
1159559,Scream 7,Scream 7,30.4759,6.233,1210,2026-02-25,"[27, 9648, 80]","When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",/jjyuk0edLiW8vOSnlfwWCCLpbh5.jpg,movie,2026-08-12T07:24:09.241415,UJrghaPJ0RY,Official Trailer,Trailer,https://www.youtube.com/watch?v=UJrghaPJ0RY
1291595,Insidious: Out of the Further,Insidious: Out of the Further,18.626,0.0,0,2026-08-19,"[27, 53]","Gemma, a young mother raising her daughter in the house she grew up in, discovers she can travel into The Further, where she possesses an ability to bring what lives there back to the real world.",/4tTrW9dXCByS5wt2pXVWb58zNjz.jpg,movie,2026-08-12T07:24:09.241419,jxU8FU3o75A,Official Trailer,Trailer,https://www.youtube.com/watch?v=jxU8FU3o75A
1479832,DC,டிசி,42.4465,8.8,5,2026-08-07,"[10749, 28, 18]",Rebel Devadas joins forces with Chandra in a dangerous world where passion and peril collide. Their turbulent alliance demands bloodshed and tests loyalties as survival becomes the ultimate stake in their fight.,/k9AwqfQ9wYtaGew8oZh6GBouvO2.jpg,movie,2026-08-12T07:24:09.241423,,,,
1384216,The Dog Stars,The Dog Stars,14.8249,0.0,0,2026-08-26,"[12, 878, 53]","After the world's population has been ravaged by a pandemic, a man lives a lonesome existence in a Colorado airplane hangar with his dog and a dour gunman he has befriended. When a mysterious transmission comes through on the radio while he’s flying his old Cessna, it sparks a hunt for the provenance of the sound.",/A7i16oDi03qrKep5pBfuTWNUTb.jpg,movie,2026-08-12T07:24:09.241428,-xSxaE1ClEE,Official Trailer,Trailer,https://www.youtube.com/watch?v=-xSxaE1ClEE
1368576,Trago Seu Amor,Trago Seu Amor,3.1061,10.0,1,2026-06-11,"[35, 10749, 14]","Mia is a self-centered witch who possesses an unusual power: whoever kisses her falls in love with her or falls back in love with the last person they loved. In one of her jobs, however, she ends up falling in love with the woman she was supposed to cast a spell on.",/efxarxk7R7V7YDDxOyHxua51wxk.jpg,movie,2026-08-12T07:24:09.241433,,,,
1375646,Colony,군체,292.9874,8.129,465,2026-05-21,"[28, 27, 878]","Professor Se-jeong is thrust into a bloody nightmare when a rapidly mutating virus is released during a biotech conference causing authorities to seal the facility. Trapped inside with no escape, Se-jeong along with a small group of survivors must fight to stay alive while the infected undergo horrific transformations.",/wC69brhk65GvrgNQdqLRUqtneUH.jpg,movie,2026-08-12T07:24:09.241437,LW6dpj1uCK8,International Trailer,Trailer,https://www.youtube.com/watch?v=LW6dpj1uCK8
1745149,The Hunt Down 2,猎虎贰,1.2059,0.0,0,2026-08-08,"[28, 80, 37]",,/2FNAZGZbbbpeYS3ehs4oQyJOdqn.jpg,movie,2026-08-12T07:24:09.241442,,,,
1170608,Dune: Part Three,Dune: Part Three,17.4662,0.0,0,2026-12-16,"[878, 12]",Emperor Paul Atreides faces the fallout from his ascent to power as political plots and a galaxy-wide holy war endanger the future only he can see.,/d43fvHQsIMa4kpyhKXw0haEJIvI.jpg,movie,2026-08-12T07:24:09.241446,NdvqHc56lE0,Official Trailer,Trailer,https://www.youtube.com/watch?v=NdvqHc56lE0
1381273,Paper Tiger,Paper Tiger,7.4721,0.0,0,2026-11-12,"[80, 18, 53]","Two brothers become entangled in a scheme that turns out to be too good to be true. As they try to navigate their way through the dangerous world of the Russian mafia, family bonds begin to fray with life-altering consequences.",/v023L1AFtd3rpy61B5JiEOR1sMF.jpg,movie,2026-08-12T07:24:09.241450,,,,
1281195,Truly Naked,Truly Naked,10.3327,6.7,6,2026-04-15,[18],"An introverted teen, who has only ever experienced sex through the lens while working for his father’s pornography business, must step out from behind the camera when a feisty classmate challenges him to embrace a real connection.",/kMvhPaOSbrwHPYSYBdI9bQ2j7tn.jpg,movie,2026-08-12T07:24:09.241454,GxxEPboV94c,TRULY NAKED international trailer,Trailer,https://www.youtube.com/watch?v=GxxEPboV94c
1340206,Tuner,Tuner,20.4416,7.176,233,2026-05-21,"[80, 18, 53]","A gifted piano tuner's meticulous skills for tuning pianos lead him to discover an unexpected aptitude for cracking safes, turning his life upside down.",/5OvA3i9wZs5jHu0DCrfmXlzAM67.jpg,movie,2026-08-12T07:24:09.241458,HYxzyLVJORA,Tuner - OFFICIAL TRAILER,Trailer,https://www.youtube.com/watch?v=HYxzyLVJORA
1340206,Tuner,Tuner,20.4416,7.176,233,2026-05-21,"[80, 18, 53]","A gifted piano tuner's meticulous skills for tuning pianos lead him to discover an unexpected aptitude for cracking safes, turning his life upside down.",/5OvA3i9wZs5jHu0DCrfmXlzAM67.jpg,movie,2026-08-12T07:24:09.625248,HYxzyLVJORA,Tuner - OFFICIAL TRAILER,Trailer,https://www.youtube.com/watch?v=HYxzyLVJORA
