genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,0.0,0,2026-05-17T16:57:45.787530
12,Adventure,0.0,0,2026-05-17T16:57:47.262205
16,Animation,0.0,0,2026-05-17T16:57:48.541282
35,Comedy,667.84,343,2026-05-17T16:57:50.819484
80,Crime,0.0,0,2026-05-17T16:57:52.740708
99,Documentary,0.0,0,2026-05-17T16:57:55.006930
18,Drama,648.04,5788,2026-05-17T16:57:56.359457
10751,Family,0.0,0,2026-05-17T16:57:57.233528
14,Fantasy,0.0,0,2026-05-17T16:57:59.022848
36,History,0.0,0,2026-05-17T16:58:00.425604
27,Horror,0.0,0,2026-05-17T16:58:01.478257
10402,Music,0.0,0,2026-05-17T16:58:02.541691
9648,Mystery,0.0,0,2026-05-17T16:58:04.053206
10749,Romance,0.0,0,2026-05-17T16:58:05.027794
878,Science Fiction,0.0,0,2026-05-17T16:58:06.113786
10770,TV Movie,0.0,0,2026-05-17T16:58:07.176287
53,Thriller,0.0,0,2026-05-17T16:58:08.228911
10752,War,0.0,0,2026-05-17T16:58:09.020668
37,Western,0.0,0,2026-05-17T16:58:09.884449
10759,Action & Adventure,0.0,0,2026-05-17T16:58:10.799995
10762,Kids,0.0,0,2026-05-17T16:58:11.651740
10763,News,0.0,0,2026-05-17T16:58:12.301203
10764,Reality,0.0,0,2026-05-17T16:58:13.031123
10765,Sci-Fi & Fantasy,0.0,0,2026-05-17T16:58:13.912159
10766,Soap,0.0,0,2026-05-17T16:58:14.767050
10767,Talk,0.0,0,2026-05-17T16:58:15.472214
10768,War & Politics,0.0,0,2026-05-17T16:58:17.267463
