genre_id,genre_name,top_movie_popularity,total_movies_in_genre,fetched_at
28,Action,1875.3748,49521,2026-08-20T06:44:02.037754
12,Adventure,1875.3748,28117,2026-08-20T06:44:02.361499
16,Animation,404.7642,71328,2026-08-20T06:44:02.680415
35,Comedy,404.7642,174422,2026-08-20T06:44:03.047011
80,Crime,86.4293,42465,2026-08-20T06:44:03.365656
99,Documentary,106.9577,226848,2026-08-20T06:44:03.687834
18,Drama,204.5826,297060,2026-08-20T06:44:04.008526
10751,Family,404.7642,33092,2026-08-20T06:44:04.331342
14,Fantasy,728.3957,30315,2026-08-20T06:44:04.652769
36,History,45.1131,22347,2026-08-20T06:44:04.971177
27,Horror,292.2132,72936,2026-08-20T06:44:05.289571
10402,Music,81.6613,54359,2026-08-20T06:44:05.612526
9648,Mystery,217.1636,27059,2026-08-20T06:44:05.933375
10749,Romance,138.4892,64183,2026-08-20T06:44:06.258946
878,Science Fiction,1875.3748,26956,2026-08-20T06:44:06.580267
10770,TV Movie,87.6188,32878,2026-08-20T06:44:06.900918
53,Thriller,370.7603,61975,2026-08-20T06:44:07.219369
10752,War,103.2092,13041,2026-08-20T06:44:07.539194
37,Western,48.4698,10215,2026-08-20T06:44:07.859461
