tmdb_id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,fetched_at
1400357,The Christophers,2026-04-10,29.2655,6.75,22,"[80, 35]","The estranged children of a once-famous artist hire a forger to complete his unfinished works so they can be ""discovered"" and sold after his death.",2026-05-19T22:48:55.010007
1280738,The Furious,2026-06-05,27.7281,0.0,0,"[28, 80, 53]","After Wang Wei's daughter is kidnapped by a criminal network and he receives no help from the corrupt police, Wei sets out to find her himself. His only ally is Navin, a relentless journalist whose wife has mysteriously disappeared. Fueled by a furious vengeance, the unlikely duo ruthlessly battle the kidnappers in this explosive martial arts showdown.",2026-05-19T22:48:55.010017
1367642,Reminders of Him,2026-03-11,24.9641,7.413,213,"[10749, 18]","When Diem's custodial grandparents adamantly refuse Kenna's attempts to see her daughter, Kenna discovers unexpected compassion, and then something truer and deeper, with former NFL player and local bar owner Ledger. As their secret romance develops, so do the dangers for both of them, leading Kenna toward heartbreak and, ultimately, the hope for a second chance.",2026-05-19T22:48:55.010026
372058,Your Name.,2016-08-26,24.7342,8.479,12538,"[16, 10749, 18]","High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",2026-05-19T22:48:55.010052
454639,Masters of the Universe,2026-06-03,24.1689,0.0,0,"[28, 14, 878]","After being separated for 15 years, the Sword of Power leads Prince Adam back to Eternia, where he discovers his home shattered under the fiendish rule of Skeletor. To save his family and his world, Adam must join forces with his closest allies, Teela and Duncan/Man-At-Arms, and embrace his true destiny as He-Man — the most powerful man in the universe.",2026-05-19T22:48:55.010060
1083381,Backrooms,2026-05-27,21.4532,0.0,0,"[27, 9648, 878]",A strange doorway appears in the basement of a furniture showroom.,2026-05-19T22:48:55.010069
1446616,Tu Yaa Main,2026-02-11,20.0713,6.263,38,"[53, 10749]","A wannabe rapper from the outskirts of Mumbai and an affluent influencer elope to a coastal town, only to find themselves trapped in the pool of a derelict resort fighting for survival against the wrath of a ferocious crocodile.",2026-05-19T22:48:55.010078
1368314,Passenger,2026-05-20,17.7669,7.0,3,"[27, 53]","After a young couple witnesses a gruesome highway accident, they soon realize they did not leave the crash scene alone, as a demonic presence called the Passenger that won't stop until it claims them both turns their van life adventure into a nightmare.",2026-05-19T22:48:55.010088
77,Memento,2000-10-11,17.703,8.177,16194,"[9648, 53]","Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",2026-05-19T22:48:55.010097
1273221,Scary Movie,2026-06-03,17.2285,0.0,0,"[35, 27]","Twenty-six years after outrunning a suspiciously familiar masked killer, the Core Four are back in the killer's crosshairs and no horror movie IP is safe.",2026-05-19T22:48:55.010105
1430077,Hokum,2026-04-29,16.3147,7.0,43,[27],"When novelist Ohm Bauman retreats to a remote inn to scatter his parents' ashes, he is consumed by tales of a witch haunting the honeymoon suite. Disturbing visions and a shocking disappearance forces him to confront dark corners of his past.",2026-05-19T22:48:55.850806
1275779,Disclosure Day,2026-06-10,16.0666,0.0,0,"[9648, 878, 53]","If you found out we weren’t alone, if someone showed you, proved it to you, would that frighten you?",2026-05-19T22:48:55.850833
1515899,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),2026-05-06,15.6411,7.206,17,"[10402, 99]","Captured during Billie Eilish's sold-out world tour, a concert experience from one of the most celebrated and successful artists of her generation, presented in immersive 3D.",2026-05-19T22:48:55.850841
1424965,Ice Skater,2026-05-28,15.3014,0.0,0,"[18, 53]","A survival drama about an ice skater stranded on an ice floe at the Arctic Sea. When the ice floe starts to float towards south and melt, the ice skater must use all means necessary to survive.",2026-05-19T22:48:55.850847
530385,Midsommar,2019-07-03,14.2597,7.2,8043,"[27, 18, 9648]","Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",2026-05-19T22:48:55.850853
4348,Pride & Prejudice,2005-09-16,14.2182,8.051,8750,"[18, 10749]","A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",2026-05-19T22:48:55.850859
1317149,I Swear,2025-09-22,14.1669,8.2,292,[18],"Diagnosed with Tourette Syndrome at 15, John Davidson navigates his way against the odds through troubled teenage years and into adulthood, finding inspiration in the kindness of others to discover his true purpose in life.",2026-05-19T22:48:55.850865
493922,Hereditary,2018-06-07,13.8121,7.292,8551,"[27, 9648, 53]","Following the death of the Leigh family matriarch, Annie and her children uncover disturbing secrets about their heritage. Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.",2026-05-19T22:48:55.850871
1381027,Good Boy,2026-03-06,13.5192,7.3,88,"[53, 18, 9648]","Tommy, a volatile 19-year-old, revels in drugs, parties and violence. After getting separated from his friends on a drunken bender, he is abducted by a shadowy figure. He wakes to find himself imprisoned in the basement of a remote Yorkshire house, inhabited by a very strange family. But what unfolds is not what he could possibly expect.",2026-05-19T22:48:55.850877
1375646,Colony,2026-05-21,13.3695,0.0,0,"[28, 53, 27]","Professor Se-jeong is thrust into a bloody nightmare when a rapidly mutating virus is released during a biotech conference causing authorities to seal the facility. Trapped inside with no escape, Se-jeong along with a small group of survivors must fight to stay alive while the infected undergo horrific transformations.",2026-05-19T22:48:55.850883
194,Amélie,2001-04-25,12.7353,7.92,12378,"[35, 10749]","At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",2026-05-19T22:48:55.850889
1418657,The Yeti,2026-04-04,12.4423,6.798,47,"[27, 53]","When an oil tycoon and a famous adventurer vanish into the harsh winter of remote northern Alaska, a hand-picked rescue team endeavors to bring them home. What they don’t know is that they are trespassing on The Yeti’s territory, and the elements are the least of their worries.",2026-05-19T22:48:55.850894
1242332,Normal,2026-04-16,12.3489,6.985,34,"[28, 80, 53]","Interim sheriff Ulysses, called to the snowbound town of Normal, MN, uncovers an international criminal conspiracy at the heart of the seemingly quaint whistle-stop when he comes to the aid of a bank-robbing couple caught up in a deadly mess.",2026-05-19T22:48:55.850900
10494,Perfect Blue,1998-02-28,11.6849,8.301,3173,"[16, 53]","Rising pop star Mima quits singing to pursue a career as an actress. After she takes up a role on a popular detective show, her handlers and collaborators begin turning up murdered. Harboring feelings of guilt and haunted by visions of her former self, Mima's reality and fantasy meld into a frenzied paranoia.",2026-05-19T22:48:55.850905
414419,Kill Bill: The Whole Bloody Affair,2011-03-27,11.0756,8.1,1234,"[28, 80]","A former assassin, known simply as The Bride, wakes from a coma four years after her jealous ex-lover Bill attempts to murder her on her wedding day. Fueled by an insatiable desire for revenge, she vows to get even with every person who contributed to the loss of her unborn child, her entire wedding party, and four years of her life. After devising a hit list, The Bride sets off on her quest, enduring unspeakable injury and unscrupulous enemies.",2026-05-19T22:48:55.850911
1316427,7 Dogs,2026-05-27,11.003,0.0,0,"[28, 35]",Interpol agent Khalid Al-Azzazi joins forces with Ghali Abu Dawood from the 7 Dogs crime syndicate to fight drug trafficking.,2026-05-19T22:48:55.850916
1380291,Tom Clancy's Jack Ryan: Ghost War,2026-05-20,10.6819,8.5,2,"[28, 53, 18]","When an international covert mission unravels a deadly conspiracy, Ryan is forced back into the world of espionage to confront a rogue black-ops unit.",2026-05-19T22:48:55.850921
1291335,Solo Mio,2026-02-05,10.6249,7.04,139,"[10749, 35]","After Matt's dreams of a picturesque Italian wedding are shattered when his fiancée leaves him at the altar, he embarks on his planned honeymoon across Italy alone, immersing himself in the country's vibrant culture, food, and beauty, meeting Gia along the way.",2026-05-19T22:48:55.850926
1497970,Tom and Jerry: Forbidden Compass,2025-08-02,10.302,6.525,39,"[16, 35, 10751, 14, 12]","During a chase inside a museum, Tom and Jerry find an ancient magical compass and end up being transported through time. Lost in a distant era, they will need to work together to find a way back home.",2026-05-19T22:48:55.850932
1340206,Tuner,2026-05-21,9.6689,6.0,2,"[80, 53, 35, 10402]",A talented piano tuner's life is turned upside down when he discovers that his meticulous skills for tuning pianos can equally be applied to cracking safes.,2026-05-19T22:48:55.850938
1057265,Peddi,2026-06-03,9.4352,0.0,0,"[28, 18]","In 1980s rural Andhra Pradesh, a spirited villager unites his community through sports to defend their pride against a powerful rival.",2026-05-19T22:48:56.700041
1542261,Doraemon the Movie: New Nobita and the Castle of the Undersea Devil,2026-02-27,9.2445,7.8,9,"[16, 12, 14, 10751]","Nobita and friends finds a secret underwater castle packed with mysteries and riches. With Doraemon's high-tech gadgets, they dive into an ocean adventure mixing humor, teamwork, and imagination in a breathtaking aquatic world.",2026-05-19T22:48:56.700064
1469930,Tumbal Proyek,2026-05-13,8.8067,4.2,2,"[27, 53]","In the midst of a major bridge project connecting two regions, life after life is lost during its construction. Yuda, along with his sister and mother, infiltrates the construction company where their father was killed to prove that the project's sacrificer are real.",2026-05-19T22:48:56.700071
1443374,All the Good Eyes,2026-04-25,8.7645,6.0,1,"[18, 10749, 80]","The story chronicles four decades in the lives of a family deeply rooted in the soil of Northeast China. Through times of prosperity and hardship, they navigate cycles of love and hatred, fortune and misfortune. Though buffeted by the twists of fate, they never relinquish their steadfast guardianship of one another and the profound commitment to this ancestral land that sustains them.",2026-05-19T22:48:56.700077
1136867,Materialists,2025-06-12,7.9389,6.297,1277,"[10749, 18]","A young, ambitious New York City matchmaker finds herself torn between the perfect match and her imperfect ex.",2026-05-19T22:48:56.700084
1102883,Mother Mary,2026-04-16,7.7804,5.594,32,"[18, 14, 10402, 53]",Long-buried wounds rise to the surface when iconic pop star Mother Mary reunites with her estranged best friend and former costume designer Sam Anselm on the eve of her comeback performance.,2026-05-19T22:48:56.700091
957,Spaceballs,1987-06-24,7.6378,6.867,3383,"[35, 878]","When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",2026-05-19T22:48:56.700098
1168719,Silent Friend,2026-01-15,7.5267,7.2,25,[18],"On the grounds of a medieval German university town looms an imposing Ginkgo biloba, a tree whose longevity stands in marked contrast to three intimate, human-scaled stories. In 1908, the university’s first female student gains admission into the prestigious botany department, confronting the sexism of both professors and peers. In 1972, amidst counterculture movements, a reserved student finds his attention captured by a fellow housemate and the geranium plant she studies. In 2020, during the COVID-19 pandemic, a neuroscientist from Hong Kong secures the help of a renowned botanist for an experiment on the old ginkgo tree.",2026-05-19T22:48:56.700104
627,Trainspotting,1996-02-23,7.3906,8.0,10379,"[18, 80]","Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends --Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind as Begbie and Sick Boy come knocking.",2026-05-19T22:48:56.700110
1287141,Pillion,2025-11-28,7.3177,6.387,182,"[10749, 18, 35]","Colin, a timid gay man, is swept off his feet when Ray, an enigmatic and impossibly handsome biker, takes him on as his submissive in a crazy and erotic BDSM-focused relationship.",2026-05-19T22:48:56.700115
51739,The Secret World of Arrietty,2010-07-16,7.2967,7.666,3160,"[14, 16, 10751]","14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",2026-05-19T22:48:56.700120
1393326,Ghost in the Cell,2026-04-16,7.2093,8.2,10,"[27, 35]","A notorious prison, an invisible force begins killing inmates brutally, compelling enemy gangs and corrupt guards to work together as they try to survive the mounting bloodshed.",2026-05-19T22:48:56.700125
1151272,Sirāt,2025-06-06,7.1428,6.837,633,"[18, 53]","A man and his son arrive at a rave lost in the mountains of Morocco. They are looking for Marina, their daughter and sister, who disappeared months ago at another rave. Driven by fate, they decide to follow a group of ravers in search of one last party, in hopes Marina will be there.",2026-05-19T22:48:56.700130
1693346,Apple Music Live: Lady Gaga MAYHEM Requiem,2026-05-14,6.8777,7.346,13,[10402],"For Apple Music Live, Gaga presents MAYHEM Requiem, a celebration and musical reimagining of MAYHEM.",2026-05-19T22:48:56.700136
1462229,Pegasus 3,2026-02-17,6.6598,7.147,34,"[18, 35]","Bearing the glory of being the 'King of Bayanbulak', Zhang Chi once again embarks on his racing journey, aiming not only to win the race but also to achieve something beyond the competition itself.",2026-05-19T22:48:56.700141
1211185,Asad,2026-05-13,6.6359,0.0,0,"[36, 28, 18, 10749]",A slave in 19th Century Egypt revolts against his masters for equal rights for slaves to live freely.,2026-05-19T22:48:56.700146
1510767,Athiradi,2026-05-14,6.4508,6.4,4,"[35, 18]","Energetic student Samkutty revives a banned college festival, igniting a fierce rivalry that transforms celebration into chaos.",2026-05-19T22:48:56.700151
1127384,Deep Water,2026-04-30,6.4485,6.3,3,"[53, 27]",A group of international passengers on a flight from Los Angeles to Shanghai is forced to make an emergency landing in shark-infested waters. The terrified group is forced to work together and overcome their differences if they hope to escape their sinking plane and the frenzy of sharks drawn to the wreckage.,2026-05-19T22:48:56.700157
1284460,Alpha,2025-08-20,6.3494,6.355,114,"[27, 18, 878]","Alpha, a troubled 13-year-old lives with her single mom. Their world collapses the day she returns from school with a tattoo on her arm.",2026-05-19T22:48:56.700162
1116201,Iron Lung,2026-01-30,6.343,7.3,140,"[27, 9648, 878]","The stars are gone. The planets have disappeared. Only individuals aboard space stations or starships were left to give the end a name -- The Quiet Rapture. After decades of decay and crumbling infrastructure, the Consolidation of Iron has made a discovery on a barren moon designated AT-5. An ocean of blood. Hoping to discover desperately needed resources they immediately launch an expedition. A submarine is crafted and a convict is welded inside. Due to the pressure and depth of the ocean the forward viewport has been encased in metal. If successful, they will earn their freedom. If not, another will follow. This will be the 13th expedition.",2026-05-19T22:48:56.700168
1461254,Salmokji: Whispering Water,2026-04-08,6.3072,6.0,3,"[27, 53]","An incident unfolds when a film crew goes to a reservoir to update the road view where an unidentified figure was filmed, and they encounter something in the dark, deep waters.",2026-05-19T22:48:57.548441
1375831,Diabolic,2025-11-20,6.305,6.32,50,[27],"A woman's hope for a miracle cure turns into a nightmare when she confronts the vengeful spirit of a cursed witch, determined to claim her as a vessel for her evil power.",2026-05-19T22:48:57.548461
539745,Animal Farm,2026-04-30,6.2771,5.3,6,"[16, 10751, 35]","A group of farm animals rise up against their neglectful owner, dreaming of equality and freedom. But as the pigs take control, the revolution turns into tyranny, with truth rewritten and dissent crushed.",2026-05-19T22:48:57.548473
1401281,The Testament of Ann Lee,2025-12-25,5.9569,6.5,125,"[36, 18, 10402]","The extraordinary true legend of Ann Lee, founder of the devotional sect known as the Shakers, who preached gender and social equality and was revered by her followers as the female Christ.",2026-05-19T22:48:57.548480
1397364,La Grazia,2025-12-05,5.8756,7.395,352,[18],"As his tenure as President of Italy nears its end, Mariano De Santis faces wrenching decisions-both political and deeply personal. Amid these moral quandaries, he must confront his own conscience and seek guidance from those closest to him, including his confidante and daughter, Dorotea.",2026-05-19T22:48:57.548485
10404,Raise the Red Lantern,1991-12-18,5.8327,7.918,798,[18],"In 1920s China, 19-year-old Songlian becomes a concubine of a powerful lord and is forced to compete with his three wives for the privileges gained.",2026-05-19T22:48:57.548492
1232569,Pinocchio: Unstrung,2026-06-04,5.8072,0.0,0,"[27, 14, 9648]","A chilling reimagining of the familiar fable, ‘Pinocchio Unstrung’ unfolds inside an elite London prep school. Influenced by a sinister Cricket (Robert Englund) and created by Geppetto (Richard Brake), Pinocchio launches a violent crusade to carve himself into a real boy like his brother James, one piece at a time.",2026-05-19T22:48:57.548497
1107216,Pets on a Train,2025-07-02,5.7753,7.0,51,"[16, 35, 12, 53]","When a train unexpectedly starts up, taking only pets with it, the animals discover that Hans, a badger with a grudge is behind it all. While the crash seems inevitable, the animals can count on Falcon, a roguish Raccoon who will do anything to save them.",2026-05-19T22:48:57.548503
1318413,Pressure,2026-05-28,5.6858,0.0,0,"[53, 36, 10752]","In the tense 72 hours before D-Day, and the fate of the free world hanging in the balance, General Dwight D. Eisenhower and Captain James Stagg face an impossible choice—launch the largest and most dangerous seaborne invasion in history or risk losing the war altogether.",2026-05-19T22:48:57.548508
15283,Pom Poko,1994-07-16,5.652,7.171,1198,"[12, 16, 14]","The Raccoons of the Tama Hills are being forced from their homes by the rapid development of houses and shopping malls. As it becomes harder to find food and shelter, they decide to band together and fight back. The Raccoons practice and perfect the ancient art of transformation until they are even able to appear as humans in hilarious circumstances.",2026-05-19T22:48:57.548514
1220566,Eagles of the Republic,2025-09-19,5.5406,6.8,39,"[53, 18]","George Fahmy, Egypt's most adored actor, is pressured to star in a film commissioned by the highest authorities. He reluctantly accepts and finds himself thrown into the inner circle of power. Like moth drawn to flame, he begins an affair with the mysterious wife of the general overseeing the project.",2026-05-19T22:48:57.548520
1145899,Marsupilami,2026-02-04,5.3334,6.6,70,"[12, 35]","David is tasked to deliver a mysterious package from South America, only to find out he is carrying a baby Marsupilami!",2026-05-19T22:48:57.548525
1309083,Dolly,2026-03-06,5.3286,6.256,43,[27],"Young Macy is abducted by a deranged, monstrous figure who wants to raise her as its child.",2026-05-19T22:48:57.548530
1088548,Bitter Christmas,2026-03-20,4.9433,7.2,16,"[18, 35]","After her mother dies in December, advertising director Elsa immerses herself in work to cope. When a panic attack forces her to take a break, she decides to travel to Lanzarote with her friend Patricia. The story of these women run parallel to that of a screenwriter and film director, exploring how life and fiction are inseparably linked, sometimes painfully so.",2026-05-19T22:48:57.548536
1480382,The Voice of Hind Rajab,2025-09-10,4.9432,8.1,289,"[18, 36]","January 29, 2024. Red Crescent volunteers receive an emergency call. A five-year old girl is trapped in a car under fire in Gaza, pleading for rescue. While trying to keep her on the line, they do everything they can to get an ambulance to her. Her name was Hind Rajab.",2026-05-19T22:48:57.548543
1295400,The Last Viking,2025-10-09,4.7698,7.29,124,"[35, 80, 18]","After serving fourteen years for robbery, Anker is released from prison and reunites with his mentally ill brother Manfred, who alone knows where the stolen money is hidden but has forgotten its location, sending them on a journey to recover the loot and confront who they are.",2026-05-19T22:48:57.548574
1365683,Primavera,2025-12-05,4.7489,7.058,77,"[10402, 18, 36]","In 18th-century Venice, 20-year-old violin virtuoso Cecilia lives at the Pièta orphanage, where, despite her talent, she remains confined, knowing that marriage is the only way out. Yet, her life takes a turn after she meets Antonio Vivaldi, a brilliant and ambitious composer who becomes the new violin teacher. Guided by Vivaldi and his music, Cecilia finds the strength to challenge the destiny that once seemed inevitable.",2026-05-19T22:48:57.548735
910850,MOBILE SUIT GUNDAM HATHAWAY The Sorcery of Nymph Circe,2026-01-30,4.7035,7.833,6,"[16, 878, 10752, 18]","Haunted by past trauma, Hathaway Noa is drawn to a mysterious girl named Gigi Andalucia, whose strange powers stir memories within him. While swayed by her cryptic words, he continues preparing for Mafty's mission -- the attack on the Adelaide Conference. Meanwhile, Kenneth Sleg of the Earth Federation Forces prepares a defense operation for the Adelaide Conference and a plan to eliminate Mafty and is approached by Handley Yoxon of the Criminal Police Organization with a secret proposal. As Hathaway and Kenneth pursue their respective goals, Gigi also sets off for Hong Kong to fulfill her own role.",2026-05-19T22:48:57.548754
1294698,Case 137,2025-11-19,4.6864,6.9,174,"[80, 18]","Stéphanie, a police officer working for Internal Affairs, is assigned to a case involving a young man severely wounded during a tense and chaotic demonstration in Paris. While she finds no evidence of illegitimate police violence, the case takes a personal turn when she discovers the victim is from her hometown.",2026-05-19T22:48:57.548760
1239134,Bhooth Bangla,2026-04-16,4.6593,6.5,9,"[27, 35]","A man inherits a palace in rural Mangalpur and plans his sister's wedding there, but strange supernatural events and panicked locals force him to investigate the property's mysterious past.",2026-05-19T22:48:57.548765
1242265,Fuze,2026-03-23,4.6267,6.2,30,"[28, 80, 18, 53]",An unexploded WWII bomb is discovered on a busy construction site in the centre of London. Chaos ensues as the military and police begin a mass evacuation against a ticking clock.,2026-05-19T22:48:58.401187
1390382,Couture,2026-02-18,4.6118,5.375,24,[18],"In the frenzy of Fashion Week, three women cross paths in Paris, grappling with the world's tragedies and the questions of their lives: Maxine, an American film director in her forties, discovers she has cancer; Ada, a young South Sudanese model, escapes a predetermined destiny to be thrust into a deceptive universe and French makeup artist Angèle, a small hand working in the shadows of the catwalks, dreams of escaping her life.",2026-05-19T22:48:58.401208
1422562,The Moment,2026-01-30,4.6023,6.279,52,"[10402, 35, 53]","A rising pop sensation navigates fame and industry pressures while preparing for her arena tour debut, revealing the transformation of underground culture into mainstream success.",2026-05-19T22:48:58.401216
1227877,I Love Boosters,2026-05-22,4.568,0.0,0,"[35, 878, 80]",A fearless crew of inventive young women turn shoplifting into a radical act of defiance.,2026-05-19T22:48:58.401235
1677645,When I Said I Do,2026-05-23,4.566,0.0,0,[],"Widowed K-9 handler Ali Corley rebuilt her life after her husband died on duty. Devoted to family and career, she's hesitant to love again until meeting rescue specialist Shawn Willis, who has his own painful past.",2026-05-19T22:48:58.401240
1379266,Kokuho,2025-06-06,4.4923,8.0,70,[18],"Nagasaki, 1964: Following the death of his yakuza father, 15-year-old Kikuo is taken under the wing of a famous kabuki actor. Alongside Shunsuke, the actor’s only son, he decides to dedicate himself to this traditional form of theatre. For decades, the two young men grow and evolve together – and one will become the greatest Japanese master of the art of kabuki.",2026-05-19T22:48:58.401245
1288341,Seven Snipers,2026-04-30,4.4881,6.0,2,"[28, 53]","When a former elite sniper is hunted down by the ruthless warlord who once held her captive, she must fight to the death to protect the daughter she has raised in hiding, on a remote Australian farm.",2026-05-19T22:48:58.401250
1363974,That Time I Got Reincarnated as a Slime the Movie: Tears of the Azure Sea,2026-02-27,4.4799,5.3,3,"[16, 14, 12, 35]","After concluding the opening ceremony of the Demon Kingdom Federation Tempest, Rimuru and his companions are invited by the Celestial Emperor Hermesia of the great elven nation – the Magi Dynasty Salion – to visit her private resort island. As the group enjoys their brief vacation, a mysterious woman named Yura appears. A new incident unfolds against the backdrop of the boundless azure sea.",2026-05-19T22:48:58.401256
1223178,Umamusume: Pretty Derby - Beginning of a New Era,2024-05-24,4.4311,8.19,21,"[16, 18, 35, 14]","Jungle Pocket, an Umamusume who has been racing tirelessly in pursuit of becoming the greatest, is ready to take on the once-in-a-lifetime Classic Triple Crown series. However, standing in her way are rivals from the same generation, whose talent may even surpass her own.",2026-05-19T22:48:58.401262
1307373,Wasteman,2026-02-20,4.3642,7.3,37,"[80, 18, 53]","Taylor's hopes for a fresh start post-parole are jeopardised by cellmate Dee's arrival. As Dee takes Taylor under his wing, a vicious attack tests their bond, forcing Taylor to choose between protecting Dee and his own chances at freedom.",2026-05-19T22:48:58.401267
1319522,Gohan,2026-04-02,4.3414,8.8,5,[18],"The bonds between humans and animals following a stray dog named Gohan as it moves through life with temporary owners over a decade, through good times and bad times, joy and sorrow, hellos and goodbyes.",2026-05-19T22:48:58.401272
1263012,Dead Man's Wire,2026-01-09,4.2292,6.5,127,"[80, 18, 53]","In 1977, former real estate developer Tony Kiritsis puts a dead man's switch on himself and the mortgage banker who did him wrong, demanding $5 million and a personal apology.",2026-05-19T22:48:58.401282
1059128,Queer,2024-11-27,4.1644,6.583,521,"[18, 10749]","In 1950s Mexico City, William Lee, an American ex-pat in his late forties, leads a solitary life amidst a small American community. However, the arrival in town of Eugene Allerton, a young student, stirs William into finally establishing a meaningful connection with someone.",2026-05-19T22:48:58.401288
13754,Tekkonkinkreet,2006-12-23,4.164,7.365,415,"[28, 12, 16]","Two penniless orphans, Black and White, struggle to survive on the mean streets of Treasure Town. When a megacorporation threatens to tear down the town to build an amusement park, Black and White engage in the fight of their life.",2026-05-19T22:48:58.401331
1288072,Keeper,2025-11-12,4.0711,5.631,232,"[27, 9648]","Liz and Malcolm escape for a romantic anniversary weekend at a secluded cabin. When Malcolm suddenly returns to the city, Liz finds herself isolated and in the presence of an unspeakable evil that reveals the cabin's horrifying secrets.",2026-05-19T22:48:58.401336
1154538,Nirvanna the Band the Show the Movie,2026-02-13,4.0489,7.554,46,"[35, 878, 12]","When their plan to book a show at the Rivoli goes horribly wrong, Matt and Jay accidentally travel back to the year 2008.",2026-05-19T22:48:58.401342
1339588,Finding Emily,2026-05-21,3.9347,0.0,0,"[10749, 35]","When a lovesick musician is given the wrong number for his dream girl, he teams up with a driven psychology student to find her. Together, they spark a hilarious campus-wide frenzy that tests their own hearts and ambitions along the way.",2026-05-19T22:48:58.401348
